ActionAffinity/&DHFeeblemindSpellDescription	No puede lanzar hechizos.
Feature/&ToadKingBasicToxinTitle	Toxina bÃ¡sica
Feature/&ToadKingExpandedSpelllistAfinityDescription	Eliges entre una lista ampliada de hechizos cuando aprendes un hechizo de Brujo. Los siguientes hechizos se aÃ±aden a la lista de hechizos de Brujo para ti: {0}\n\n
Feature/&ToadKingExpandedSpelllistAfinityTitle	Hechizos del Rey Sapo
Feature/&ToadKingHallucinogenicToxinAffintyDescription	Tu cuerpo ha cambiado para volverse resistente a las toxinas y producir una toxina defensiva cuando es golpeado por ataques cuerpo a cuerpo, hasta un nÃºmero de veces por descanso largo igual a tu bono de competencia. Si el atacante falla una tirada de salvaciÃ³n de ConstituciÃ³n, sufre una toxina alucinÃ³gena hasta que sea atacado o interrumpido de otro modo.
Feature/&ToadKingHallucinogenicToxinAffintyTitle	Toxina alucinÃ³gena
Feature/&ToadKingJumpTitle	Salto
Feature/&ToadKingPoisonConditionAffinityTitle	Inmune a la condiciÃ³n de veneno
Feature/&ToadKingPoisonDamageAffinityTitle	Inmune al daÃ±o por veneno
Feature/&ToadKingStickyFeetTitle	Pies palmeados
Feature/&TrickstersEscapeTitle	Fuga del embaucador
Feature/&UrPriestDomainTheftDescription	Te llevas los secretos que un dios concede a todos sus clÃ©rigos devotos. Elige un dominio de clÃ©rigo: obtienes los rasgos que ese dominio concede a 1er nivel.
Feature/&UrPriestDomainTheftTitle	Robo de dominio
Feature/&UrPriestExpandedSpelllistAfinityDescription	Eliges entre una lista ampliada de hechizos cuando aprendes un hechizo de Brujo. Los conjuros de clÃ©rigo se aÃ±aden a la lista de conjuros de brujo por ti.
Feature/&UrPriestExpandedSpelllistAfinityTitle	Hechizos de UrPriest
Feature/&WallofThornsFeatureSetDescription	Lanza Muro de Espinas una vez al dÃ­a.
Feature/&WallofThornsFeatureSetTitle	Barrera del Bosque
Feature/&WitchCurseChoiceDescription	EstÃ¡s asolado por una terrible maldiciÃ³n que infecta tu cuerpo y tu alma.
Feature/&WitchCurseChoiceTitle	MaldiciÃ³n de bruja
Feature/&WitchMaledictionChoiceDescription	Puedes aprender una serie de poderosos conjuros, conocidos como Maledicciones, derivados de la misma magia insidiosa que te maldijo.
Feature/&WitchMaledictionChoiceTitle	Maledicciones
Feature/&WitchSightDescription	Puedes sentir o ver criaturas invisibles en un radio de 60 pies de ti.
Feature/&WitchSightTitle	Vista de brujo
Feature/&ZSPowerPaladinCleansingTouchDescription	Elimina los efectos de los hechizos tocando a un aliado. Puedes hacer esto un nÃºmero de veces al dÃ­a igual a tu modificador de Carisma.
Feature/&ZSPowerPaladinCleansingTouchTitle	Toque Limpiador
Feedback/&AdditionalDamageAgonizing_BlastFormat	RÃ¡faga agonizante
Feedback/&AdditionalDamageAgonizing_BlastLine	Cuando lanzas una rÃ¡faga de eldritch, aÃ±ades tu modificador de Carisma al daÃ±o que inflige en un golpe.
Feedback/&AdditionalDamageArcaneFighterBonusWeaponDamageFormat	DaÃ±o adicional de los ataques con poder mÃ¡gico
Feedback/&AdditionalDamageArcaneFighterBonusWeaponDamageLine	DaÃ±o adicional de ataques con poder mÃ¡gico
Feedback/&AdditionalDamageArcaneFirearmFormat	Mejora de la explosiÃ³n
Feedback/&AdditionalDamageArcaneFirearmLine	Inflige daÃ±o adicional con la Mejora de la ExplosiÃ³n
Feedback/&AdditionalDamageArcanistMarkFormat	Â¡Marca del arcanista!
Feedback/&AdditionalDamageArcanistMarkLine	La Marca del arcanista detona e inflige daÃ±o adicional al objetivo.
Feedback/&AdditionalDamageBarbarianPathOfTheLightIlluminatingStrikeFormat	Golpe luminoso
Feedback/&AdditionalDamageBarbarianPathOfTheLightIlluminatingStrikeLine	Golpe luminoso inflige daÃ±o adicional al objetivo.
Feedback/&AdditionalDamageBlindingWeaponStrikeFormat	Arma cegadora
Feedback/&AdditionalDamageBlindingWeaponStrikeLine	DaÃ±o adicional e intento de aplicar Ceguera de Arma cegadora.
Feedback/&AdditionalDamageEldritchSmiteFormat	Â¡Golpe de los dioses!
Feedback/&AdditionalDamageEldritchSmiteLine	{0} golpea a {1} (+{2})
Feedback/&AdditionalDamageElementalDamageFormat	DaÃ±o elemental
Feedback/&AdditionalDamageElementalDamageLine	La forma elemental otorga daÃ±o adicional
Feedback/&AdditionalDamageLightningSpearFormat	Â¡Lanza del rayo!
Feedback/&AdditionalDamageLightningSpearLine	{0} Golpea a {1} con una lanza de rayos. (+{2})
Feedback/&AdditionalDamagePactMarkedFormat	Â¡Marca de pacto!
Feedback/&AdditionalDamagePactMarkedLine	Â¡La marca del pacto hace daÃ±o adicional!
Feedback/&AdditionalDamagePactSoulTakerFormat	Â¡Tomador de almas!
Feedback/&AdditionalDamagePactSoulTakerLine	Â¡El tomador de almas hace daÃ±o adicional!
Feedback/&AdditionalDamageResonatingStrikeFormat	Â¡Golpe Resonante!
Feedback/&AdditionalDamageResonatingStrikeLine	Â¡{0} resuena {1}! (+{2})
Feedback/&AdditionalDamageSoulEmpoweredFormat	Â¡Alma potenciada!
Feedback/&AdditionalDamageSoulEmpoweredLine	Â¡Alma Potenciada hace daÃ±o adicional!
Feedback/&AdditionalDamageSunlightBladeFormat	Â¡Cuchilla iluminada por el sol!
Feedback/&AdditionalDamageSunlightBladeLine	{0} Â¡Quema {1} con la Cuchilla del Sol! (+{2})
Feedback/&AdditionalDamageUpgradedConstructFormat	DaÃ±o mejorado
Feedback/&AdditionalDamageUpgradedConstructLine	La construcciÃ³n mejorada inflige 1d8 mÃ¡s de daÃ±o por golpe.
Feedback/&AncientForestHerbalBrewDamageAffinityAcidResistancePowerUsedWhileTravellingFormat	{0} crea {1}
Feedback/&AncientForestHerbalBrewDamageAffinityLightningResistancePowerUsedWhileTravellingFormat	{0} crea {1}
Feedback/&AncientForestHerbalBrewDamageAffinityNecroticResistancePowerUsedWhileTravellingFormat	{0} crea {1}
Feedback/&AncientForestHerbalBrewDamageAffinityPoisonResistancePowerUsedWhileTravellingFormat	{0} crea {1}
Feedback/&AncientForestHerbalBrewDamageAffinityRadiantResistancePowerUsedWhileTravellingFormat	{0} crea {1}
Feedback/&AncientForestHerbalBrewHealingPowerUsedWhileTravellingFormat	{0} crea {1}
Feedback/&AncientForestHerbalBrewToxifyingPowerUsedWhileTravellingFormat	{0} crea {1}
Feedback/&ExtraDamageDescription	DaÃ±o extra de Lanza de rayos.
Feedback/&ExtraDamageTitle	DaÃ±o extra de la Lanza de rayos
Feedback/&LightningSpearAdditionalDamageDescription	Inflige 1d6 de daÃ±o de rayo adicional una vez por turno.
Feedback/&LightningSpearAdditionalDamageTitle	DaÃ±o extra de Lanza de rayos
Feedback/&NotifyEffectResonatingStrikeLine	{0} resuena {1}
FightingStyle/&BlindFightingDescription	Tienes vista ciega con un alcance de 3 metros.
FightingStyle/&BlindFightingTitle	Lucha a ciegas
FightingStyle/&CripplingDescription	Al impactar con un ataque cuerpo a cuerpo, puedes reducir la velocidad de tu oponente en 10 pies hasta el inicio de tu siguiente turno.
FightingStyle/&CripplingTitle	Incapacitante
FightingStyle/&PugilistFightingDescription	Tus golpes desarmados infligen 1d4 de daÃ±o contundente adicional y puedes golpear con tu mano libre como acciÃ³n de bonificaciÃ³n.\nSi tienes la mano libre, puedes empujar como acciÃ³n de bonificaciÃ³n.
FightingStyle/&PugilistFightingTitle	Pugilista
FightingStyle/&TitanFightingDescription	Ganas un +2 al impacto contra criaturas de tamaÃ±o Grande o mayor.
FightingStyle/&TitanFightingTitle	Lucha de Titanes
FlexibleBackgrounds/&AcademicBackgroundSuggestedSkillsDescription	Arcanos, naturaleza y perspicacia.
FlexibleBackgrounds/&AcademicBackgroundSuggestedSkillsTitle	Habilidades sugeridas
FlexibleBackgrounds/&AcolyteBackgroundSuggestedSkillsDescription	ReligiÃ³n, Naturaleza y Perspicacia.
FlexibleBackgrounds/&AcolyteBackgroundSuggestedSkillsTitle	Habilidades sugeridas
FlexibleBackgrounds/&AristocratBackgroundSuggestedSkillsDescription	Historia, PersuasiÃ³n e IntimidaciÃ³n.
FlexibleBackgrounds/&AristocratBackgroundSuggestedSkillsTitle	Habilidades sugeridas
FlexibleBackgrounds/&BackgroundSkillSelect2Description	Selecciona 2 habilidades.
FlexibleBackgrounds/&BackgroundSkillSelect2Title	Habilidades
FlexibleBackgrounds/&BackgroundSkillSelect3Description	Selecciona 3 habilidades.
FlexibleBackgrounds/&BackgroundSkillSelect3Title	Habilidades
FlexibleBackgrounds/&BackgroundToolSelect2Description	Selecciona 2 competencias de herramientas.
FlexibleBackgrounds/&BackgroundToolSelect2Title	Herramientas
FlexibleBackgrounds/&BackgroundToolSelectDescription	Selecciona una competencia de herramienta.
FlexibleBackgrounds/&BackgroundToolSelectTitle	Herramienta
FlexibleBackgrounds/&LawkeeperBackgroundSuggestedSkillsDescription	PercepciÃ³n e IntimidaciÃ³n.
FlexibleBackgrounds/&LawkeeperBackgroundSuggestedSkillsTitle	Habilidades sugeridas
FlexibleBackgrounds/&LowlifeBackgroundSuggestedSkillsDescription	Juego de manos, Sigilo y EngaÃ±o.
FlexibleBackgrounds/&LowlifeBackgroundSuggestedSkillsTitle	Habilidades sugeridas
FlexibleBackgrounds/&PhilosopherBackgroundSuggestedSkillsDescription	Medicina y PersuasiÃ³n.
FlexibleBackgrounds/&PhilosopherBackgroundSuggestedSkillsTitle	Habilidades sugeridas
FlexibleBackgrounds/&SellswordBackgroundSuggestedSkillsDescription	Atletismo e IntimidaciÃ³n.
FlexibleBackgrounds/&SellswordBackgroundSuggestedSkillsTitle	Habilidades sugeridas
FlexibleBackgrounds/&SpyBackgroundSuggestedSkillsDescription	Sigilo, EngaÃ±o y Naturaleza.
FlexibleBackgrounds/&SpyBackgroundSuggestedSkillsTitle	Habilidades sugeridas
FlexibleBackgrounds/&WandererBackgroundSuggestedSkillsDescription	Supervivencia y Naturaleza.
FlexibleBackgrounds/&WandererBackgroundSuggestedSkillsTitle	Habilidades sugeridas
FlexibleRaces/&PointPoolAbilityScore3Description	Utiliza tres aumentos en las puntuaciones de habilidad en cualquier combinaciÃ³n que elijas.
FlexibleRaces/&PointPoolAbilityScore3Title	Aumento de la puntuaciÃ³n de habilidad
FlexibleRaces/&PointPoolAbilityScore4Description	Utiliza cuatro aumentos en las puntuaciones de habilidad en cualquier combinaciÃ³n que elijas.
FlexibleRaces/&PointPoolAbilityScore4Title	Aumento de la puntuaciÃ³n de habilidad
Format/&LevelAndExperienceFormat	Nivel: {0}\nExperiencia: {1}\n{2} puntos necesarios para alcanzar el nivel {3}
Format/&LevelAndExperienceMaxedFormat	Nivel: {0}\nExperiencia: {1}\nNivel mÃ¡ximo alcanzado
Item/&CEHalberd+1Title	Alabarda +1
Item/&CEHalberd+1UnidentifiedTitle	Alabarda de calidad
Item/&CEHalberd+2Title	Alabarda +2
Item/&CEHalberd+2UnidentifiedTitle	Alabarda MagnÃ­fica
Item/&CEHalberdLightningTitle	Alabarda del Rayo 
Item/&CEHalberdLightningUnidentifiedTitle	Alabarda magnÃ­fica 
Item/&CEHalberdPrimedTitle	Alabarda de calidad
Item/&CEHalberdTitle	Alabarda
Item/&CEHandXbow+1Title	Ballesta de mano +1
Item/&CEHandXbow+1UnidentifiedTitle	Ballesta de mano de calidad
Item/&CEHandXbow+2Title	Ballesta de mano +2
Item/&CEHandXbow+2UnidentifiedTitle	Ballesta de mano magnÃ­fica
Item/&CEHandXbowAcidTitle	Ballesta de mano Ã¡cida
Item/&CEHandXbowAcidUnidentifiedTitle	Ballesta de mano magnÃ­fica
Item/&CEHandXbowPrimedTitle	Ballesta de mano con imprimaciÃ³n
Item/&CEHandXbowTitle	Ballesta de mano
Item/&CELongMace+1Title	Maza larga +1
Item/&CELongMace+1UnidentifiedTitle	Maza larga de calidad
Item/&CELongMace+2Title	Maza larga +2
Item/&CELongMace+2UnidentifiedTitle	Maza larga magnÃ­fica
Item/&CELongMacePrimedTitle	Maza Larga Preparada
Item/&CELongMaceThunderTitle	Maza larga atronadora
Item/&CELongMaceThunderUnidentifiedTitle	Maza larga magnÃ­fica
Item/&CELongMaceTitle	Maza larga
Item/&CEPike+1Title	Pica +1
Item/&CEPike+1UnidentifiedTitle	Pica de calidad
Item/&CEPike+2Title	Pica +2
Item/&CEPike+2UnidentifiedTitle	Pica magnÃ­fica
Item/&CEPikePrimedTitle	Piquete de Primado
Item/&CEPikePsychicTitle	Piqueta PsÃ­quica
Item/&CEPikePsychicUnidentifiedTitle	Lucio MagnÃ­fico
Item/&CEPikeTitle	Pike
Item/&CraftingManualRecipeEnchantCEHalberd+1Title	Alabarda encantada +1
Item/&CraftingManualRecipeEnchantCEHalberd+2Title	Alabarda encantada +2
Item/&CraftingManualRecipeEnchantCEHalberdLightningTitle	Encantar alabarda de relÃ¡mpago 
Item/&CraftingManualRecipeEnchantCEHandXbow+1Title	Encantar ballesta de mano +1
Item/&CraftingManualRecipeEnchantCEHandXbow+2Title	Encantar ballesta de mano +2
Item/&CraftingManualRecipeEnchantCEHandXbowAcidTitle	Encantar Ballesta de mano Ã¡cida
Item/&CraftingManualRecipeEnchantCELongMace+1Title	Encantar Maza larga +1
Item/&CraftingManualRecipeEnchantCELongMace+2Title	Encantar Maza larga +2
Item/&CraftingManualRecipeEnchantCELongMaceThunderTitle	Encantar Maza larga atronadora
Item/&CraftingManualRecipeEnchantCEPike+1Title	Encantar Pica +1
Item/&CraftingManualRecipeEnchantCEPike+2Title	Encantar pica +2
Item/&CraftingManualRecipeEnchantCEPikePsychicTitle	Encantar Piqueta PsÃ­quica
Item/&CraftingManualRecipeEnchantHandwraps+1Description	Encantar Cintas de mano +1
Item/&CraftingManualRecipeEnchantHandwraps+1Title	Enchant Handwraps +1
Item/&CraftingManualRecipeEnchantHandwraps+2Description	Encantar envoltorios de mano +2.
Item/&CraftingManualRecipeEnchantHandwraps+2Title	Encantar PaÃ±uelos +2
Item/&CraftingManualRecipeEnchantHandwrapsOfForceDescription	Encantar PaÃ±uelos de fuerza.
Item/&CraftingManualRecipeEnchantHandwrapsOfForceTitle	Encantar PaÃ±uelos de Fuerza
Item/&CraftingManualRecipeEnchantHandwrapsOfPullingDescription	Encantar PaÃ±uelos de tirÃ³n.
Item/&CraftingManualRecipeEnchantHandwrapsOfPullingTitle	Enchant Handwraps Of Pulling
Item/&CraftingManualRecipePrimingCEHalberdTitle	Alabarda de primera
Item/&CraftingManualRecipePrimingCEHandXbowTitle	Ballesta de mano de primera calidad
Item/&CraftingManualRecipePrimingCELongMaceTitle	Maza larga de primera
Item/&CraftingManualRecipePrimingCEPikeTitle	Pica de primera
Item/&ForceArtilleryProjectileDescription	FuerzaArtillerÃ­aProyectil.
Item/&ForceArtilleryProjectileTitle	ForceArtilleryProjectile
Item/&Handwraps+1Title	Cintas de mano +1
Item/&Handwraps+1UnidentifiedTitle	Handwraps de buena calidad
Item/&Handwraps+2Title	Envoltorios de mano +2
Item/&Handwraps+2UnidentifiedTitle	Magnificent Handwraps
Item/&HandwrapsOfForceTitle	Volantes de fuerza
Item/&HandwrapsOfForceUnidentifiedTitle	MagnÃ­ficos PaÃ±uelos de Mano
Item/&HandwrapsOfPullingTitle	PaÃ±uelos De Tiraje
Item/&HandwrapsOfPullingUnidentifiedTitle	MagnÃ­ficos Envoltorios de Mano
Language/&AbyssalDescription	El lenguaje abisal era la forma del lenguaje primordial que ha sido envuelto y retorcido por el mal del abismo.
Language/&AbyssalTitle	Abisal
Language/&GnomishLanguageDescription	Una antigua lengua solastana, conservada por los gnomos que viven en los bosques profundos de Solasta, que ha sobrevivido al Cataclismo.
Language/&GnomishLanguageTitle	Gnomish
MainMenu/&ExportPdfDescription	Baja el nivel de este hÃ©roe.
MainMenu/&ExportPdfTitle	Bajar de nivel
Message/&CharacterExportDuplicateNameErrorDescription	ExportaciÃ³n cancelada:\n\nYa existe un hÃ©roe con este nombre en el pool.\nPor favor, intenta un nombre diferente.
Message/&CharacterExportEmptyNameErrorDescription	ExportaciÃ³n cancelada:\n\nPor favor, intenta un nombre no vacÃ­o.
Message/&CharacterExportModalContentDescription	Introduce el nombre del hÃ©roe a exportar:
Message/&CharacterExportModalTitleDescription	ExportaciÃ³n de personajes.
Message/&LevelDownConfirmationDescription	Â¿Bajar de nivel a este hÃ©roe?
Message/&LevelDownMultiplayerAbortDescription	No se puede bajar de nivel durante una sesiÃ³n multijugador.
Message/&MessageModWelcomeDescription	El Mod de ExpansiÃ³n de la Comunidad estÃ¡ repleto de emocionantes caracterÃ­sticas, pero por defecto ninguna estÃ¡ activada. Pulsa <color=amarillo>Ctrl-F10</color> para abrir la interfaz de usuario de Unity Mod Manager [UMM], luego haz clic en el icono de configuraciÃ³n junto a "Community Expansion" para abrir las pÃ¡ginas de configuraciÃ³n.\n\n Explora las opciones y selecciona las que te gusten. La UMM UI se abrirÃ¡ ahora.
Message/&MessageModWelcomeTitle	Mod de ExpansiÃ³n de la Comunidad
Message/&RespecMultiplayerAbortDescription	No se puede hacer Respec durante una sesiÃ³n multijugador o en el mapa de exploraciÃ³n.
Message/&SpawnCustomEncounterDescription	Â¿Generar encuentros en las coordenadas ({0}, {1})?
Message/&SpawnCustomEncounterErrorDescription	No se pueden generar encuentros en una partida multijugador. Sin embargo...
Message/&SpawnCustomEncounterTitle	Encuentro
Message/&TeleportPartyDescription	Â¿Teletransportar grupo a coordenadas ({0}, {1})?\nPodrÃ­as romper misiones o mapas si te teletransportas a un lugar no descubierto.
Message/&TeleportPartyTitle	Teletransporte
Modifier/&AHWarlockSoulBladePactEmpowerWeaponModifierDescription	El arma utiliza el modificador de Carisma para las tiradas de ataque y daÃ±o y cuenta como mÃ¡gica hasta el descanso prolongado.
Modifier/&AHWarlockSoulBladePactEmpowerWeaponModifierTitle	Alma Potenciada
Modifier/&AttributeModifierRuinDescription	-3 a la Clase de Armadura.
Modifier/&AttributeModifierRuinTitle	Arruinado
Modifier/&CripplingAdditionalDamageDescription	DaÃ±o incapacitante.
Modifier/&CripplingAdditionalDamageTitle	Incapacitante
Modifier/&DisorientDescription	-1d6 a las tiradas de ataque.
Modifier/&DisorientTitle	Desorientado
Monster/&DHCustomCouatlDescription	Los Couatls son seres serpentinos benÃ©volos de gran intelecto y perspicacia. Sus alas de colores brillantes y sus maneras amables hablan de sus orÃ­genes celestiales.
