ActionAffinity/&DHFeeblemindSpellDescription	Incapaz de lançar feitiços.
Power/&ClassMonkOpenHandProneDescription	O alvo deve ser bem sucedido na Dexterity saving arremesso ou ser derrubado.
Power/&ClassMonkOpenHandProneTitle	Derrubar
Power/&ClassMonkOpenHandPushDescription	O alvo deve ser bem sucedido, poupando força ou ser empurrado a 15 pés de distância de você.
Power/&ClassMonkOpenHandPushTitle	Empurrar para longe
Power/&ClassMonkOpenHandTechniqueDescription	Você pode manipular o ki de seu inimigo quando você aproveita o seu próprio ki. Sempre que você atingir uma criatura com um dos ataques concedidos por seu Flurry of Blows, você pode impor um dos seguintes efeitos a esse alvo: \n- Deve ter sucesso em um lançamento salvador de Destreza ou ser derrubado. \n- Deve fazer um lançamento salvador de Força. Se falhar, você pode empurrá-lo até 15 pés de distância de você.\n- Ele não pode reagir até o final de sua próxima jogada.
Power/&ClassMonkOpenHandTechniqueTitle	Técnica de Mão Aberta
Power/&ClassMonkPatientDefenseDescription	Você pode gastar 1 ki ponto como uma ação bônus para tomar a ação Dodge. Somente disponível se você não estiver usando armadura ou escudo.
Power/&ClassMonkPatientDefenseTitle	Defesa do Paciente
Power/&ClassMonkQuiveringPalmDescription	Quando você atinge uma criatura com um golpe desarmado, você pode gastar 3 ki pontos para iniciar vibrações imperceptíveis que forçam a criatura a fazer um lançamento salvador da Constituição. Se falhar, ele é reduzido a 0 pontos de golpe. Se for bem sucedido, leva um dano necrótico de 10d10.
Power/&ClassMonkQuiveringPalmTitle	Palma trepidante
Power/&ClassMonkSlowFallDescription	Você pode usar sua reação ao cair para evitar qualquer dano por queda.
Power/&ClassMonkSlowFallTitle	Queda lenta
Power/&ClassMonkStepOfTheWindDescription	Você pode gastar 1 ki ponto para tomar a ação Disengage ou Dash como uma ação bônus em sua vez, e sua distância de salto é dobrada para a vez. Somente disponível se você não estiver usando armadura ou escudo.
Power/&ClassMonkStepOfTheWindTitle	Etapa do Vento
Power/&ClassMonkStunningStrikeDescription	Você pode interferir com o fluxo de ki no corpo de um oponente. Quando você atinge outra criatura que não está atordoada com um ataque com arma branca, você pode gastar 1 ponto de ki para tentar um ataque impressionante. O alvo deve ser bem sucedido em um lançamento salvador da Constituição ou ser atordoado até o final de sua próxima vez.
Power/&ClassMonkStunningStrikeTitle	Ataque impressionante
Power/&ClassMonkTanquilityDescription	Uma vez por breve descanso como uma ação livre você pode entrar em estado de tranqüilidade, acalmando suas emoções e concentrando-se no que está ao seu redor. Enquanto neste estado você ganha vantagem em salvar lançamentos contra feitiços e os inimigos ficam em desvantagem ao atacá-lo. A tranqüilidade dura até o próximo descanso ou até que você ataque ou lance um feitiço.
Power/&ClassMonkTanquilityTitle	Tranquilidade
Power/&ClassMonkWholenessOfBodyDescription	Como ação, você pode recuperar pontos de acerto iguais a três vezes o seu nível de Monge. Você deve terminar um longo descanso antes de poder usar este recurso novamente.
Power/&ClassMonkWholenessOfBodyTitle	Integralidade do Corpo
Power/&ClassMonkZenArcherFlurryOfArrowsDescription	Depois de gastar ação para atacar com a arma Monk, você pode gastar 2 ki pontos como uma ação bônus para fazer 2 ataques de arma à distância com um arco. Somente disponível se você não estiver usando armadura ou escudo.
Power/&ClassMonkZenArcherFlurryOfArrowsTitle	Flurry de Flechas
Power/&ClassMonkZenArrowDistractDescription	O alvo deve ser bem sucedido no lançamento salvador da Sabedoria ou ter desvantagem no próximo ataque até o final de seu próximo turno.
Power/&ClassMonkZenArrowDistractTitle	Distrair
Power/&ClassMonkZenArrowProneDescription	O alvo deve ser bem sucedido na Dexterity saving arremesso ou ser derrubado.
Power/&ClassMonkZenArrowProneTitle	Derrubar
Power/&ClassMonkZenArrowPushDescription	O alvo deve ser bem sucedido, poupando força ou ser empurrado a 3 metros de distância de você.
Power/&ClassMonkZenArrowPushTitle	Empurrar para longe
Power/&ClassMonkZenArrowTechniqueDescription	Você pode manipular o ki de seu inimigo quando o ataca com suas setas. Sempre que atingir uma criatura com uma de suas flechas, você pode gastar 1 ki para impor um dos seguintes efeitos àquele alvo:\n- Deve ter sucesso em um arremesso salvador de Destreza ou ser derrubado com uma inclinação.\n- Deve ter sucesso em um arremesso salvador de Força ou ser empurrado a 3 metros de distância de você.\n- Deve ter sucesso em um arremesso salvador de Sabedoria ou ter desvantagem no próximo ataque até o final de seu próximo turno.
Power/&ClassMonkZenArrowTechniqueShortTitle	Mão distante
Power/&ClassMonkZenArrowTechniqueTitle	Técnica de Mão Distante
Power/&ClassMonkZenArrowUpgradedDistractDescription	O alvo deve ser bem sucedido em um lançamento salvador da Sabedoria ou ter desvantagem em todos os ataques até o final de sua próxima volta.
Power/&ClassMonkZenArrowUpgradedDistractTitle	Distraia
Power/&ClassMonkZenArrowUpgradedProneDescription	O alvo deve ser bem sucedido em um lançamento de Dexterity saving ou ser derrubado e ter seu movimento ajustado a zero para uma volta.
Power/&ClassMonkZenArrowUpgradedProneTitle	Derrubar
Power/&ClassMonkZenArrowUpgradedPushDescription	O alvo deve ser bem sucedido em um lançamento de economia de força ou ser empurrado a 6 metros de distância de você.
Power/&ClassMonkZenArrowUpgradedPushTitle	Empurrar para longe
Power/&ClassMonkZenArrowUpgradedTechniqueDescription	Você melhora a sua capacidade de manipular ki. Todos os efeitos da Técnica de Mão Distante são melhorados. Sempre que você atinge uma criatura com uma de suas flechas, você pode gastar 1 ki para impor um dos seguintes efeitos àquele alvo:\n- Deve ter sucesso em um lançamento salvador de Destreza ou ser derrubado e ter seu movimento ajustado a zero para uma curva.\n- Deve ter sucesso em um lançamento salvador de Força ou ser empurrado a 6 metros de distância de você.\n- Deve ter sucesso em um lançamento salvador de Sabedoria ou ter desvantagem em todos os ataques até o final de sua próxima curva.
Power/&ClassMonkZenArrowUpgradedTechniqueShortTitle	Mão distante
Power/&ClassMonkZenArrowUpgradedTechniqueTitle	Melhoria da técnica da mão distante
Power/&DH_ElementalFormPoolDescription	Você pode alternar entre as formas elementares um número de vezes igual ao seu bônus de proficiência por longo descanso canalizando a energia elementar. Você ganha resistência ao dano relevante e uma vez por turno, aplica seu bônus de proficiência como dano do mesmo tipo ao primeiro dano de feitiço feito naquele turno. As formas duram 1 minuto.
Power/&DH_ElementalFormPoolEnhancedDescription	Você pode alternar entre as formas elementares aprimoradas um número de vezes igual ao seu bônus de proficiência por dia canalizando a energia elementar. Você ganha imunidade ao dano relevante e aplica o bônus de proficiência como dano do mesmo tipo ao primeiro dano de feitiço a cada rodada. Os formulários têm a duração de 1 minuto.
Power/&DH_ElementalFormPoolEnhancedTitle	Formulários Elementares Melhorados
Power/&DH_ElementalFormPoolEnhancedTitleShort	Formulários Elementares
Power/&DH_ElementalFormPoolTitle	Formulários Elementares
Power/&FindFamiliarBundlePowerDescription	Invocação familiar na forma de Pseudorgagon, Sprite, Imp ou Quasit.
Power/&FindFamiliarBundlePowerTitle	Encontrar Familiar
Power/&HelpActionDescription	Você pode ajudar uma criatura amigável a atacar uma criatura a menos de 1,5 metros de você. Você finge, distrai o alvo, ou de alguma outra forma se une para tornar o ataque de seu aliado mais eficaz. Se seu aliado ataca o alvo antes de sua próxima vez, o primeiro ataque é feito com vantagem.
Power/&HelpActionTitle	Ajude
Power/&MoonlitDanceoftheNightSkyDescription	Você pode lançar Fly on 4 alvos uma vez por dia.
Power/&MoonlitDanceoftheNightSkyTitle	Dança do Céu Noturno
Power/&MoonlitDarkMoonDescription	Você pode lançar escuridão um número de vezes por longo descanso igual ao seu bônus de proficiência.
Power/&MoonlitDarkMoonTitle	Lua escura
Power/&MoonlitFullMoonDescription	Você pode lançar Daylight um número de vezes por longo descanso igual ao seu bônus de proficiência.
Power/&MoonlitFullMoonTitle	Lua cheia
Power/&MoonlitMoonTouchedDescription	Você conjura a atração gravitacional da lua em uma pequena área, fazendo com que criaturas que não conseguem um lançamento salvador flutuem para cima.
Power/&MoonlitMoonTouchedTitle	Lua Tocada
Power/&PactofChainFamiliarInvisibilityPowerDescription	A criatura fica magicamente invisível até atacar ou lançar um feitiço, ou até que sua concentração termine (como se estivesse se concentrando em um feitiço). Qualquer equipamento que o creaure usa ou carrega é invisível com ele.
Power/&PactofChainFamiliarInvisibilityPowerTitle	Invisibilidade
Power/&PactofChainFamiliarScarePowerDescription	Uma criatura de sua escolha a menos de 20 pés dela deve ser bem sucedida em um lançamento DC 10 Wisdom saving ou ser assustada por 1 minuto. O alvo pode repetir o lançamento salvador no final de cada um de seus turnos, terminando o efeito em si mesmo em um sucesso.
Power/&PactofChainFamiliarScarePowerTitle	Assuste-se
Power/&PowerFunctionHandwrapsOfPullingDescription	Como ação bônus, você pode puxar uma criatura até 15 pés mais perto de você.
Power/&PowerFunctionHandwrapsOfPullingTitle	Carregue em
Power/&ToadKingCroakDescription	Emite uma onda de som que causa danos e empurra criaturas e objetos para longe.
Power/&ToadKingCroakTitle	Croak
Power/&ToadKingGraspingTongueDescription	Puxe os inimigos na sua direção.
Power/&ToadKingGraspingTongueTitle	Agarrando a língua
Power/&ToadKingHallucinogenicToxinPowerDescription	Seu corpo mudou para se tornar resistente a toxinas e para produzir uma toxina defensiva quando atingido por ataques de corpo a corpo, até um número de vezes por longo descanso igual ao seu bônus de proficiência. Se o atacante falhar um lançamento salvador da Constituição, eles sofrem de toxina lucinogênica até que sejam atacados ou interrompidos de outra forma.
Power/&ToadKingHallucinogenicToxinPowerTitle	Toxina alucinógena
Power/&ToadKingSwallowDescription	Tentativa de engolir um inimigo médio ou menor. Em uma economia de força falhada, o monstro é engolido e recebe dano ácido 3d6 por rodada. Termina se o Toad Warlock for atingido com 15 ou mais danos em um único ataque.
Power/&ToadKingSwallowTitle	Engole
Power/&UrPriestControlUndeadDescription	Como uma ação, você visa uma criatura não-morta que você pode ver a menos de 30 metros de você. O alvo deve fazer um lançamento salvador de Sabedoria. Em um salvamento falhado, o alvo deve obedecer a seus comandos.
Power/&UrPriestControlUndeadTitle	Controle os mortos-vivos
Power/&UrPriestHalfLifeDescription	Você toma energia necrótica em si mesmo, pendurado entre a vida e a morte e está temporariamente possuído por seu próprio fantasma. Você ganha velocidade de vôo, e as mesmas imunidades e resistências de dano que outros fantasmas.
Power/&UrPriestHalfLifeTitle	Meia Vida
Power/&UrPriestRadiantWardDescription	Como uma ação, você ganha um número de pontos de golpe temporários igual ao dobro de seu nível de mago.
Power/&UrPriestRadiantWardTitle	Ala Radiante
Power/&UrPriestSpellSiphonDescription	você aprende a explorar uma fonte maior de magia em combinação com sua reserva normal de energia. Como uma ação, você pode gastar uma Divindade do Canal para recuperar o uso gasto de seu 6° nível do Mystic Arcanum.
Power/&UrPriestSpellSiphonTitle	Soletra Sifão
Race/&BolgrifRaceDescription	Os Bolgrifs são semi-giões que vivem nas terras altas congeladas de Solasta. Eles são astutos, cautelosos, reclusos, desconfiam da maioria dos humanóides exceto elfos e preferem viver longe da civilização em clãs bem unidos. Se pressionados para a batalha, os bolgrifs demonstram habilidades formidáveis com armas e magia da natureza.
Race/&BolgrifRaceTitle	Bolgrif
Race/&GnomeRaceDescription	Um constante zumbido de atividade agitada permeia os guerreiros e bairros onde os gnomos formam suas comunidades unidas. Sons mais altos pontuam o zumbido: um ranger de trituração aqui, uma pequena explosão ali, um grito de surpresa ou triunfo, e especialmente explosões de gargalhadas. Os gnomos se deliciam com a vida, desfrutando cada momento de invenção, exploração, investigação, criação e brincadeira.
Race/&GnomeRaceTitle	Gnomo
Race/&PointPoolSelect10FeatsDescription	Selecione 10 proezas adicionais para seu personagem.
Race/&PointPoolSelect10FeatsTitle	10 Feats de Bônus
Race/&PointPoolSelect11FeatsDescription	Selecione 11 proezas adicionais para seu personagem.
Race/&PointPoolSelect11FeatsTitle	11 Feats de bônus
Race/&PointPoolSelect2FeatsDescription	Selecione 2 proezas adicionais para seu personagem.
Race/&PointPoolSelect2FeatsTitle	2 Feats de bônus
Race/&PointPoolSelect3FeatsDescription	Selecione 3 proezas adicionais para seu personagem.
Race/&PointPoolSelect3FeatsTitle	3 Feats de bônus
Race/&PointPoolSelect4FeatsDescription	Selecione 4 proezas adicionais para seu personagem.
Race/&PointPoolSelect4FeatsTitle	4 Feats de bônus
Race/&PointPoolSelect5FeatsDescription	Selecione 5 proezas adicionais para seu personagem.
Race/&PointPoolSelect5FeatsTitle	5 Feats de bônus
Race/&PointPoolSelect6FeatsDescription	Selecione 6 proezas adicionais para seu personagem.
Race/&PointPoolSelect6FeatsTitle	6 Feats de bônus
Race/&PointPoolSelect7FeatsDescription	Selecione 7 proezas adicionais para seu personagem.
Race/&PointPoolSelect7FeatsTitle	7 Feats de bônus
Race/&PointPoolSelect8FeatsDescription	Selecione 8 proezas adicionais para seu personagem.
Race/&PointPoolSelect8FeatsTitle	8 Feats de bônus
Race/&PointPoolSelect9FeatsDescription	Selecione 9 proezas adicionais para seu personagem.
Race/&PointPoolSelect9FeatsTitle	9 Feats de bônus
Reaction/&CastSpellInRetributionDescription	{0} está atacando {1}! Você pode lançar {2} em resposta!
Reaction/&CastSpellInRetributionReactDescription	Clique para lançar o {0}.
Reaction/&CastSpellInRetributionReactTitle	Lance o feitiço
Reaction/&CastSpellInRetributionTitle	Feitiço de Reação Fundida
Reaction/&CoordinatedAttackDescription	{0} foi atacado pela coordenação do ataque, alguns personagens podem usar sua reação para se juntar a este ataque.
Reaction/&CoordinatedAttackReactDescription	Use a reação para atacar o alvo.
Reaction/&CoordinatedAttackReactTitle	Ataque
Reaction/&CoordinatedAttackTitle	Ataque coordenado
Reaction/&CustomDeflectMissileMonkTitle	{0} está atacando {1}, que pode reagir para reduzir o dano recebido em 1d10 + Modificador de destreza + Nível de monge
Reaction/&ReactionAttackFeatSentinelDescription	{0} atacou um de seus aliados, em resposta você pode usar sua reação para atacar.
Reaction/&ReactionAttackFeatSentinelReactDescription	Use a reação para atacar.
Reaction/&ReactionAttackFeatSentinelReactTitle	Ataque
Reaction/&ReactionAttackFeatSentinelTitle	Reação de Sentinela
Reaction/&ReadiedAction{0}Description	Prontos {0}
Reaction/&ReadiedAction{0}Title	Prontos {0}
Reaction/&SpendPower{0}Description	Gastos {0}
Reaction/&SpendPower{0}Title	Gastos {0}
Reaction/&SpendPowerBundleClassMonkOpenHandTechniqueDescription	{0} atingiu uma criatura com um dos ataques concedidos pelo Flurry of Blows, e pode impor um dos seguintes efeitos a esse alvo:
Reaction/&SpendPowerBundleClassMonkOpenHandTechniqueReactDescription	Aplicar a técnica selecionada.
Reaction/&SpendPowerBundleClassMonkOpenHandTechniqueReactTitle	Aplicar
Reaction/&SpendPowerBundleClassMonkOpenHandTechniqueTitle	Técnica de mão aberta
Reaction/&SpendPowerBundleClassMonkZenArrowTechniqueDescription	{0} acertar uma criatura com uma seta, e pode impor um dos seguintes efeitos sobre esse alvo:
Reaction/&SpendPowerBundleClassMonkZenArrowTechniqueReactDescription	Aplicar a técnica selecionada.
Reaction/&SpendPowerBundleClassMonkZenArrowTechniqueReactTitle	Aplicar
Reaction/&SpendPowerBundleClassMonkZenArrowTechniqueTitle	Técnica de Mão Distante
Reaction/&SpendPowerBundleClassMonkZenArrowUpgradedTechniqueDescription	{0} acertar uma criatura com uma seta, e pode impor um dos seguintes efeitos sobre esse alvo:
