ActionAffinity/&DHFeeblemindSpellDescription	Impossible de lancer des sorts.
Power/&ClassMonkQuiveringPalmDescription	Lorsque vous touchez une créature avec une frappe sans arme, vous pouvez dépenser 3 points de ki pour déclencher des vibrations imperceptibles qui obligent la créature à effectuer un jet de sauvegarde de Constitution. Si elle échoue, elle est réduite à 0 point de vie. Si elle réussit, elle subit 10d10 points de dégâts nécrotiques.
Power/&ClassMonkQuiveringPalmTitle	Paume tremblante
Power/&ClassMonkSlowFallDescription	Vous pouvez utiliser votre réaction lorsque vous tombez pour éviter tout dégât de chute.
Power/&ClassMonkSlowFallTitle	Chute lente
Power/&ClassMonkStepOfTheWindDescription	Vous pouvez dépenser 1 point de ki pour effectuer l'action Désengagement ou Trajectoire comme action bonus à votre tour, et votre distance de saut est doublée pour le tour. Uniquement disponible si vous ne portez pas d'armure ou de bouclier.
Power/&ClassMonkStepOfTheWindTitle	Pas du vent
Power/&ClassMonkStunningStrikeDescription	Vous pouvez interférer avec le flux de ki dans le corps d'un adversaire. Lorsque vous touchez une autre créature qui n'est pas étourdie avec une attaque d'arme de mêlée, vous pouvez dépenser 1 point de ki pour tenter une frappe étourdissante. La cible doit réussir un jet de sauvegarde de Constitution ou être étourdie jusqu'à la fin de votre prochain tour.
Power/&ClassMonkStunningStrikeTitle	Frappe étourdissante
Power/&ClassMonkTanquilityDescription	Une fois par court repos, vous pouvez entrer en état de tranquillité, en calmant vos émotions et en vous concentrant sur ce qui vous entoure. Dans cet état, vous bénéficiez d'un avantage aux jets de sauvegarde contre les sorts et les ennemis sont désavantagés lorsqu'ils vous attaquent. La tranquillité dure jusqu'au prochain repos ou jusqu'à ce que vous attaquiez ou lanciez un sort.
Power/&ClassMonkTanquilityTitle	Tranquillité
Power/&ClassMonkWholenessOfBodyDescription	En tant qu'action, vous pouvez regagner un nombre de points de vie égal à trois fois votre niveau de moine. Vous devez terminer un long repos avant de pouvoir utiliser à nouveau cette caractéristique.
Power/&ClassMonkWholenessOfBodyTitle	Intégrité du corps
Power/&ClassMonkZenArcherFlurryOfArrowsDescription	Après avoir dépensé une action pour attaquer avec une arme de moine, vous pouvez dépenser 2 points de ki comme action bonus pour effectuer 2 attaques à distance avec un arc. Uniquement disponible si vous ne portez pas d'armure ou de bouclier.
Power/&ClassMonkZenArcherFlurryOfArrowsTitle	Rafale de flèches
Power/&ClassMonkZenArrowDistractDescription	La cible doit réussir un jet de sauvegarde de Sagesse ou être désavantagée lors de sa prochaine attaque jusqu'à la fin de son prochain tour.
Power/&ClassMonkZenArrowDistractTitle	Distraire
Power/&ClassMonkZenArrowProneDescription	La cible doit réussir un jet de sauvegarde de Dextérité ou être mise à terre.
Power/&ClassMonkZenArrowProneTitle	Assommer
Power/&ClassMonkZenArrowPushDescription	La cible doit réussir son jet de sauvegarde de Force ou être poussée à 10 pieds de vous.
Power/&ClassMonkZenArrowPushTitle	Repousser
Power/&ClassMonkZenArrowTechniqueDescription	Vous pouvez manipuler le ki de votre ennemi lorsque vous le frappez avec vos flèches. Chaque fois que tu touches une créature avec l'une de tes flèches, tu peux dépenser 1 ki pour imposer à cette cible l'un des effets suivants :\N- Elle doit réussir un jet de sauvegarde de Dextérité ou être mise à terre.\N- Elle doit réussir un jet de sauvegarde de Force ou être repoussée à 3 mètres de toi.\N- Elle doit réussir un jet de sauvegarde de Sagesse ou avoir un désavantage à sa prochaine attaque jusqu'à la fin de son prochain tour.
Power/&ClassMonkZenArrowTechniqueShortTitle	Main distante
Power/&ClassMonkZenArrowTechniqueTitle	Technique de la main distante
Power/&ClassMonkZenArrowUpgradedDistractDescription	La cible doit réussir un jet de sauvegarde de Sagesse ou être désavantagée à toutes ses attaques jusqu'à la fin de son prochain tour.
Power/&ClassMonkZenArrowUpgradedDistractTitle	Distraire
Power/&ClassMonkZenArrowUpgradedProneDescription	La cible doit réussir un jet de sauvegarde de Dextérité ou être mise à terre et voir son mouvement réduit à zéro pendant un tour.
Power/&ClassMonkZenArrowUpgradedProneTitle	Assommer
Power/&ClassMonkZenArrowUpgradedPushDescription	La cible doit réussir un jet de sauvegarde de Force ou être poussée à 20 pieds de vous.
Power/&ClassMonkZenArrowUpgradedPushTitle	Pousser loin
Power/&ClassMonkZenArrowUpgradedTechniqueDescription	Vous améliorez votre capacité à manipuler le ki. Tous les effets de la technique de la main distante sont améliorés. Chaque fois que vous touchez une créature avec l'une de vos flèches, vous pouvez dépenser 1 ki pour imposer à cette cible l'un des effets suivants :\N- Elle doit réussir un jet de sauvegarde de Dextérité ou être assommée et voir son mouvement réduit à zéro pendant un tour.\N- Elle doit réussir un jet de sauvegarde de Force ou être poussée à 20 pieds de vous.\N- Elle doit réussir un jet de sauvegarde de Sagesse ou avoir un désavantage sur toutes ses attaques jusqu'à la fin de son prochain tour.
Power/&ClassMonkZenArrowUpgradedTechniqueShortTitle	Main distante
Power/&ClassMonkZenArrowUpgradedTechniqueTitle	Technique de la main distante améliorée
Power/&DH_ElementalFormPoolDescription	Vous pouvez passer d'une forme élémentaire à une autre un nombre de fois égal à votre bonus de compétence par repos long en canalisant l'énergie élémentaire. Vous gagnez une résistance aux dégâts correspondants et, une fois par tour, vous pouvez appliquer votre bonus de compétence en tant que dégâts du même type aux premiers dégâts de sorts infligés ce tour. Les formes durent 1 minute.
Power/&DH_ElementalFormPoolEnhancedDescription	Vous pouvez changer de forme élémentaire améliorée un nombre de fois égal à votre bonus de compétence par jour en canalisant l'énergie élémentaire. Vous gagnez l'immunité aux dégâts correspondants et appliquez le bonus de compétence comme dégâts du même type aux premiers dégâts des sorts effectués chaque tour. Les formes durent 1 minute.
Power/&DH_ElementalFormPoolEnhancedTitle	Formes élémentaires améliorées
Power/&DH_ElementalFormPoolEnhancedTitleShort	Formes élémentaires
Power/&DH_ElementalFormPoolTitle	Formes élémentaires
Power/&FindFamiliarBundlePowerDescription	Invoquez un familier sous la forme d'un Pseudorgagon, d'un lutin, d'un diablotin ou d'un Quasit.
Power/&FindFamiliarBundlePowerTitle	Trouver un familier
Power/&HelpActionDescription	Vous pouvez aider une créature amie à attaquer une créature située à moins de 1,5 m de vous. Vous feintez, distrayez la cible, ou faites équipe d'une autre manière pour rendre l'attaque de votre allié plus efficace. Si votre allié attaque la cible avant votre prochain tour, le premier jet d'attaque est effectué avec avantage.
Power/&HelpActionTitle	Aide
Power/&MoonlitDanceoftheNightSkyDescription	Vous pouvez lancer Vol sur 4 cibles une fois par jour.
Power/&MoonlitDanceoftheNightSkyTitle	Danse du ciel nocturne
Power/&MoonlitDarkMoonDescription	Vous pouvez lancer Ténèbres un nombre de fois par repos long égal à votre bonus de compétence.
Power/&MoonlitDarkMoonTitle	Lune noire
Power/&MoonlitFullMoonDescription	Vous pouvez lancer le sort Lumière du jour un nombre de fois par repos long égal à votre bonus de compétence.
Power/&MoonlitFullMoonTitle	Pleine Lune
Power/&MoonlitMoonTouchedDescription	Vous conjurez la force gravitationnelle de la lune dans une petite zone, faisant flotter vers le haut les créatures qui échouent à un jet de sauvegarde.
Power/&MoonlitMoonTouchedTitle	Lune touchée
Power/&PactofChainFamiliarInvisibilityPowerDescription	La créature devient magiquement invisible jusqu'à ce qu'elle attaque ou lance un sort, ou jusqu'à la fin de sa concentration (comme si elle se concentrait sur un sort). Tout équipement que la créature porte ou transporte est invisible avec elle.
Power/&PactofChainFamiliarInvisibilityPowerTitle	Invisibilité
Power/&PactofChainFamiliarScarePowerDescription	Une créature de votre choix située à moins de 6 mètres de la créature doit réussir un jet de sauvegarde de Sagesse DC 10 ou être effrayée pendant 1 minute. La cible peut répéter le jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet sur elle-même en cas de réussite.
Power/&PactofChainFamiliarScarePowerTitle	Effarouchement
Power/&PowerFunctionHandwrapsOfPullingDescription	Comme action bonus, vous pouvez rapprocher de vous une créature se trouvant à 15 pieds de vous.
Power/&PowerFunctionHandwrapsOfPullingTitle	Enrouler
Power/&ToadKingCroakDescription	Émet une vague de son qui cause des dégâts et repousse les créatures et les objets.
Power/&ToadKingCroakTitle	Croasser
Power/&ToadKingGraspingTongueDescription	Attirer les ennemis vers soi.
Power/&ToadKingGraspingTongueTitle	Langue agrippante
Power/&ToadKingHallucinogenicToxinPowerDescription	Votre corps s'est modifié pour devenir résistant aux toxines et produire une toxine défensive quand il est touché par des attaques de mêlée, jusqu'à un nombre de fois par repos long égal à votre bonus de compétence. Si l'attaquant échoue à un jet de sauvegarde de Constitution, il souffre de la toxine lucinogène jusqu'à ce qu'il soit attaqué ou autrement interrompu.
Power/&ToadKingHallucinogenicToxinPowerTitle	Toxine hallucinogène
Power/&ToadKingSwallowDescription	Tentez d'avaler un ennemi de taille moyenne ou plus petite. Si le jet de sauvegarde de Force échoue, le monstre est avalé et subit 3d6 points de dégâts d'acide par round. S'arrête si le sorcier crapaud subit 15 points de dégâts ou plus en une seule attaque.
Power/&ToadKingSwallowTitle	Avaler
Power/&UrPriestControlUndeadDescription	Comme une action, vous ciblez une créature morte-vivante que vous pouvez voir dans un rayon de 30 pieds autour de vous. La cible doit effectuer un jet de sauvegarde de Sagesse. En cas d'échec, la cible doit obéir à vos ordres.
Power/&UrPriestControlUndeadTitle	Contrôle des morts-vivants
Power/&UrPriestHalfLifeDescription	Vous absorbez l'énergie nécrotique en vous, suspendu entre la vie et la mort et êtes temporairement possédé par votre propre fantôme. Vous gagnez une vitesse de vol, ainsi que les mêmes immunités aux conditions et résistances aux dégâts que les autres fantômes.
Power/&UrPriestHalfLifeTitle	Demi-vie
Power/&UrPriestRadiantWardDescription	En tant qu'action, vous gagnez un nombre de points de vie temporaires égal à deux fois votre niveau de sorcier.
Power/&UrPriestRadiantWardTitle	Radiant Ward
Power/&UrPriestSpellSiphonDescription	vous apprenez à puiser dans une plus grande source de magie en combinaison avec votre réserve normale de pouvoir. Comme une action, vous pouvez dépenser un canal de divinité pour regagner une utilisation dépensée de votre arcane mystique de 6ème niveau.
Power/&UrPriestSpellSiphonTitle	Siphon à sortilèges
Race/&BolgrifRaceDescription	Les Bolgrifs sont des demi-géants qui vivent dans les hautes terres gelées de Solasta. Ils sont rusés, prudents, reclus, se méfient de la plupart des humanoïdes à l'exception des elfes et préfèrent vivre loin de la civilisation dans des clans soudés. S'ils sont amenés à se battre, les bolgrifs font preuve de formidables compétences en matière d'armes et de magie naturelle.
Race/&BolgrifRaceTitle	Bolgrif
Race/&GnomeRaceDescription	Un bourdonnement constant d'activité intense envahit les terriers et les quartiers où les gnomes forment leurs communautés soudées. Des sons plus forts ponctuent ce bourdonnement : un grincement d'engrenages par-ci, une petite explosion par-là, un glapissement de surprise ou de triomphe, et surtout des éclats de rire. Les gnomes prennent plaisir à vivre, appréciant chaque moment d'invention, d'exploration, de recherche, de création et de jeu.
Race/&GnomeRaceTitle	Gnome
Race/&PointPoolSelect10FeatsDescription	Sélectionnez 10 prouesses supplémentaires pour votre personnage.
Race/&PointPoolSelect10FeatsTitle	10 tours de force supplémentaires
Race/&PointPoolSelect11FeatsDescription	Sélectionnez 11 tours de force supplémentaires pour votre personnage.
Race/&PointPoolSelect11FeatsTitle	11 points de force supplémentaires
Race/&PointPoolSelect2FeatsDescription	Sélectionnez 2 tours de force supplémentaires pour votre personnage.
Race/&PointPoolSelect2FeatsTitle	2 tours de force supplémentaires
Race/&PointPoolSelect3FeatsDescription	Sélectionnez 3 tours de force supplémentaires pour votre personnage.
Race/&PointPoolSelect3FeatsTitle	3 tours de force supplémentaires
Race/&PointPoolSelect4FeatsDescription	Sélectionnez 4 tours de force supplémentaires pour votre personnage.
Race/&PointPoolSelect4FeatsTitle	4 tours de force supplémentaires
Race/&PointPoolSelect5FeatsDescription	Sélectionnez 5 tours de force supplémentaires pour votre personnage.
Race/&PointPoolSelect5FeatsTitle	5 tours de force supplémentaires
Race/&PointPoolSelect6FeatsDescription	Sélectionnez 6 tours de force supplémentaires pour votre personnage.
Race/&PointPoolSelect6FeatsTitle	6 tours de force supplémentaires
Race/&PointPoolSelect7FeatsDescription	Sélectionnez 7 tours de force supplémentaires pour votre personnage.
Race/&PointPoolSelect7FeatsTitle	7 tours de force supplémentaires
Race/&PointPoolSelect8FeatsDescription	Sélectionnez 8 tours de force supplémentaires pour votre personnage.
Race/&PointPoolSelect8FeatsTitle	8 tours de force supplémentaires
Race/&PointPoolSelect9FeatsDescription	Sélectionnez 9 tours de force supplémentaires pour votre personnage.
Race/&PointPoolSelect9FeatsTitle	9 Bonus Feats
Reaction/&CastSpellInRetributionDescription	{0} attaque {1} ! Vous pouvez lancer {2} en réponse !
Reaction/&CastSpellInRetributionReactDescription	Cliquez pour lancer {0}.
Reaction/&CastSpellInRetributionReactTitle	Lancer un sort
Reaction/&CastSpellInRetributionTitle	Lancer un sort de réaction
Reaction/&CoordinatedAttackDescription	{0} a été attaqué par une attaque de coordination, certains personnages peuvent utiliser leur réaction pour se joindre à cette attaque.
Reaction/&CoordinatedAttackReactDescription	Utilisez votre réaction pour attaquer la cible.
Reaction/&CoordinatedAttackReactTitle	Attaque
Reaction/&CoordinatedAttackTitle	Attaque coordonnée
Reaction/&CustomDeflectMissileMonkTitle	{0} attaque {1}, qui peut réagir pour réduire les dégâts entrants de 1d10 + modificateur de Dextérité + niveau de Moine.
Reaction/&ReactionAttackFeatSentinelDescription	{0} a attaqué un de vos alliés, en réponse vous pouvez utiliser votre réaction pour attaquer.
Reaction/&ReactionAttackFeatSentinelReactDescription	Utiliser la réaction pour attaquer.
Reaction/&ReactionAttackFeatSentinelReactTitle	Attaque
Reaction/&ReactionAttackFeatSentinelTitle	Réaction de Sentinelle
Reaction/&ReadiedAction{0}Description	Préparé {0}
Reaction/&ReadiedAction{0}Title	Préparé {0}
Reaction/&SpendPower{0}Description	Dépensez {0}
Reaction/&SpendPower{0}Title	Dépenser {0}
Reaction/&SpendPowerBundleClassMonkOpenHandTechniqueDescription	{0} touche une créature avec l'une des attaques accordées par Flurry of Blows, et peut imposer l'un des effets suivants à cette cible :
Reaction/&SpendPowerBundleClassMonkOpenHandTechniqueReactDescription	Appliquer une technique sélectionnée.
Reaction/&SpendPowerBundleClassMonkOpenHandTechniqueReactTitle	Appliquer
Reaction/&SpendPowerBundleClassMonkOpenHandTechniqueTitle	Technique de la Main Ouverte
Reaction/&SpendPowerBundleClassMonkZenArrowTechniqueDescription	{0} Touchez une créature avec une flèche, et vous pouvez imposer l'un des effets suivants à cette cible :
Reaction/&SpendPowerBundleClassMonkZenArrowTechniqueReactDescription	Appliquer la technique sélectionnée.
Reaction/&SpendPowerBundleClassMonkZenArrowTechniqueReactTitle	Appliquer
Reaction/&SpendPowerBundleClassMonkZenArrowTechniqueTitle	Technique de la main éloignée
Reaction/&SpendPowerBundleClassMonkZenArrowUpgradedTechniqueDescription	{0} touche une créature avec une flèche, et peut imposer l'un des effets suivants à cette cible :
Reaction/&SpendPowerBundleClassMonkZenArrowUpgradedTechniqueReactDescription	Appliquer la technique sélectionnée.
Reaction/&SpendPowerBundleClassMonkZenArrowUpgradedTechniqueReactTitle	Appliquer
