ActionAffinity/&DHFeeblemindSpellDescription	Kann keine Zauber wirken.
Modifier/&AHWarlockSoulBladePactEmpowerWeaponModifierDescription	Die Waffe verwendet den Charisma-Modifikator für Angriffs- und Schadenswürfe und zählt bis zur langen Pause als magisch.
Modifier/&AHWarlockSoulBladePactEmpowerWeaponModifierTitle	Seele ermächtigt
Modifier/&AttributeModifierRuinDescription	-3 auf Rüstungsklasse.
Modifier/&AttributeModifierRuinTitle	Ruiniert
Modifier/&CripplingAdditionalDamageDescription	Lähmender Schaden.
Modifier/&CripplingAdditionalDamageTitle	Lähmend
Modifier/&DisorientDescription	-1W6 auf Angriffswürfe.
Modifier/&DisorientTitle	Desorientiert
Monster/&DHCustomCouatlDescription	Couatls sind wohlwollende Schlangenwesen von großem Intellekt und Einsicht. Ihre leuchtend gefärbten Flügel und ihre sanfte Art sprechen für ihre himmlische Herkunft.
Monster/&DHCustomCouatlTitle	Couatl
Monster/&OwlFamiliarDescription	Eule vertraut.
Monster/&OwlFamiliarTitle	Eule
Monster/&PactOfChainCustomImpDescription	Kobolde sind überall in den unteren Ebenen zu finden, entweder um Besorgungen für ihre höllischen Herren zu erledigen, Rivalen auszuspionieren oder Sterbliche in die Irre zu führen und aufzulauern. Ein Kobold wird jedem bösen Meister jeder Art stolz dienen, aber er kann sich nicht darauf verlassen, dass er Aufgaben schnell oder effizient erledigt.
Monster/&PactOfChainCustomImpTitle	Kobold (Kettenpakt)
Monster/&PactOfChainCustomPseudodragonDescription	Der schwer fassbare Pseudodrache lebt an den stillen Orten der Welt und lebt in Baumhöhlen und kleinen Höhlen. Mit seinen grünen Schuppen, Hörnern und einem Maul voller scharfer Zähne ähnelt ein Pseudodrache einem winzigen grünen Drachen, aber seine Veranlagung ist verspielt.
Monster/&PactOfChainCustomPseudodragonTitle	Pseudodrache
Monster/&PactOfChainCustomQuasitDescription	Quasits befallen die unteren Ebenen. Körperlich schwach halten sie sich im Schatten auf, um Unheil und Bosheit zu schmieden. Mächtigere Dämonen benutzen Quasiten als Spione und Boten, wenn sie sie nicht verschlingen oder auseinandernehmen, um sich die Zeit zu vertreiben.
Monster/&PactOfChainCustomQuasitTitle	Quasit (Kettenpakt)
Monster/&PactOfChainCustomSpriteDescription	Im Gegensatz zu Kobolden geben sich Sprites selten frivoler Fröhlichkeit und Spaß hin. Sie sind standhafte Krieger, Beschützer und Richter, und ihre strenge Haltung veranlasst andere Feen, sie für übermäßig mürrisch und ernst zu halten. Feen, die das Territorium der Sprites respektieren, finden sie jedoch in schwierigen Zeiten zu treuen Verbündeten.
Monster/&PactOfChainCustomSpriteTitle	Sprite (Kettenpakt)
Monster/&WitchOwlFamiliarDescription	Eule vertraut.
Monster/&WitchOwlFamiliarTitle	Eule
MonsterAttack/&AttackWarlockDragonStingDescription	1W4 Stichschaden und dem Ziel muss ein Konstitutionswurf gegen SG 11 gelingen oder es wird vergiftet.
MonsterAttack/&AttackWarlockDragonStingTitle	Giftiger Stich
MonsterAttack/&AttackWarlockImpStingDescription	Giftiger Stachel eines Kobolds.
MonsterAttack/&AttackWarlockImpStingTitle	Giftiger Stich
MonsterAttack/&AttackWarlockQuasitStingTitle	Giftiger Stich
MonsterAttack/&DH_Custom_CouatlBite_AttackDescription	Durchdringender Schaden, und dem Ziel muss ein Konstitutionswurf gegen SG 13 gelingen oder es wird 24 Stunden lang vergiftet. Bis dieses Gift endet, ist das Ziel bewusstlos.
MonsterAttack/&DH_Custom_CouatlBite_AttackTitle	Beissen
Power/&AncientForestLifeSapDescription	Wenn du einem Feind mit einem Zauber Schaden zufügst, heilst du einmal pro Zug HP in Höhe deiner halben Stufe. Wenn du weniger als die Hälfte deiner HP hast, heilst du stattdessen HP in Höhe deines Levels, aber nur bis zur Hälfte deiner maximalen HP.
Power/&AncientForestLifeSapTitle	Lebenssaft
Power/&AncientForestRootedPowerDescription	Baumranken wachsen aus deinen Füßen und graben sich in den Boden. Deine Geschwindigkeit wird 0 und du erhältst einen Vorteil bei Rettungswürfen, um dich zu stoßen, zu ziehen oder dich zu Boden zu werfen. Du kannst Verschränken nach Belieben wirken.
Power/&AncientForestRootedPowerTitle	Verwurzelt
Power/&ClassMonkDiamondSoulPowerDescription	Immer wenn du einen Rettungswurf machst und misslingt, kannst du 1 Ki-Punkt ausgeben, um ihn zu wiederholen und das zweite Ergebnis zu nehmen.
Power/&ClassMonkDiamondSoulPowerTitle	Diamantseele
Power/&ClassMonkEmptyBodyDescription	Du kannst deine Aktion nutzen, um 4 Ki-Punkte auszugeben, um 1 Minute lang unsichtbar zu werden. Während dieser Zeit haben Sie auch Widerstand gegen jeglichen Schaden außer Gewaltschaden.
Power/&ClassMonkEmptyBodyTitle	Leerer Körper
Power/&ClassMonkFlurryOfBlowsDescription	Nachdem Sie Ihre Aktion zum Angriff mit der Mönchswaffe ausgegeben haben, können Sie 1 Ki-Punkt als Bonusaktion ausgeben, um 2 waffenlose Schläge auszuführen. Nur verfügbar, wenn du keine Rüstung trägst oder einen Schild schwingst.
Power/&ClassMonkFlurryOfBlowsTitle	Schlaghagel
Power/&ClassMonkKiPoolDescription	Du kannst die mystische Energie von Ki nutzen. Ihr Zugang zu dieser Energie wird durch eine Reihe von Ki-Punkten dargestellt. Der Höchstbetrag entspricht Ihrem Mönchslevel. Alle ausgegebenen Punkte werden bei kurzer oder langer Pause wiedererlangt. Sie können diese Punkte ausgeben, um verschiedene Ki-Funktionen zu nutzen.
Power/&ClassMonkKiPoolTitle	Ki-Punkte
Power/&ClassMonkKiStillnessOfMindDescription	Sie können Ihre Aktion verwenden, um einen Effekt auf sich selbst zu beenden, der Sie bezaubert oder verängstigt macht.
Power/&ClassMonkKiStillnessOfMindTitle	Stille des Geistes
Power/&ClassMonkOpenHandDistractDescription	Das Ziel kann bis zum Ende deines nächsten Zuges keine Reaktionen annehmen.
Power/&ClassMonkOpenHandDistractTitle	Ablenken
Power/&ClassMonkOpenHandProneDescription	Das Ziel muss einen Geschicklichkeitsrettungswurf bestehen oder zu Boden geworfen werden.
Power/&ClassMonkOpenHandProneTitle	Niederschlagen
Power/&ClassMonkOpenHandPushDescription	Dem Ziel muss ein Kraftrettungswurf gelingen oder es wird 15 Fuß von dir weg gestoßen.
Power/&ClassMonkOpenHandPushTitle	Wegstoßen
Power/&ClassMonkOpenHandTechniqueDescription	Du kannst das Ki deines Feindes manipulieren, wenn du dein eigenes nutzt. Immer wenn du eine Kreatur mit einem der Angriffe von deinem Schlaghagel triffst, kannst du diesem Ziel einen der folgenden Effekte auferlegen:\n• Es muss ein Geschicklichkeitsrettungswurf gelingen oder zu Boden geworfen werden.\n• Es muss einen Kraftrettungswurf machen. Wenn es fehlschlägt, können Sie es bis zu 15 Fuß von sich wegschieben.\n• Es kann bis zum Ende deines nächsten Zuges keine Reaktionen annehmen.
Power/&ClassMonkOpenHandTechniqueTitle	Offene-Hand-Technik
Power/&ClassMonkPatientDefenseDescription	Du kannst 1 Ki-Punkt als Bonusaktion ausgeben, um die Aktion Ausweichen auszuführen. Nur verfügbar, wenn Sie keine Rüstung oder Schild tragen.
Power/&ClassMonkPatientDefenseTitle	Patientenverteidigung
Power/&ClassMonkQuiveringPalmDescription	Wenn Sie eine Kreatur mit einem unbewaffneten Schlag treffen, können Sie 3 Ki-Punkte ausgeben, um unmerkliche Vibrationen auszulösen, die die Kreatur zu einem Konstitutionsrettungswurf zwingen. Wenn es fehlschlägt, wird es auf 0 Trefferpunkte reduziert. Wenn es gelingt, erleidet es 10W10 nekrotischen Schaden.
Power/&ClassMonkQuiveringPalmTitle	Zitternde Palme
Power/&ClassMonkSlowFallDescription	Sie können Ihre Reaktion verwenden, wenn Sie fallen, um Fallschäden zu vermeiden.
Power/&ClassMonkSlowFallTitle	Langsamer Fall
Power/&ClassMonkStepOfTheWindDescription	Du kannst 1 Ki-Punkt ausgeben, um die Aktion „Ausrücken“ oder „Sprinten“ als Bonusaktion in deinem Zug auszuführen, und deine Sprungweite wird für den Zug verdoppelt. Nur verfügbar, wenn Sie keine Rüstung oder Schild tragen.
Power/&ClassMonkStepOfTheWindTitle	Schritt des Windes
Power/&ClassMonkStunningStrikeDescription	Sie können den Ki-Fluss im Körper eines Gegners stören. Wenn du eine andere Kreatur triffst, die nicht mit einem Nahkampfwaffenangriff betäubt ist, kannst du 1 Ki-Punkt ausgeben, um einen Betäubungsschlag zu versuchen. Dem Ziel muss ein Konstitutionsrettungswurf gelingen oder bis zum Ende deines nächsten Zuges betäubt sein.
Power/&ClassMonkStunningStrikeTitle	Atemberaubender Schlag
Power/&ClassMonkTanquilityDescription	Einmal pro kurzer Pause kannst du als freie Aktion in einen Zustand der Ruhe eintreten, deine Emotionen beruhigen und dich auf das konzentrieren, was um dich herum ist. In diesem Zustand erhältst du einen Vorteil bei Rettungswürfen gegen Zauber und Feinde werden benachteiligt, wenn sie dich angreifen. Die Ruhe hält bis zur nächsten Pause an oder bis Sie angreifen oder einen Zauber wirken.
Power/&ClassMonkTanquilityTitle	Ruhe
Power/&ClassMonkWholenessOfBodyDescription	Als Aktion kannst du Trefferpunkte in Höhe deines dreifachen Mönchslevels zurückgewinnen. Sie müssen eine lange Pause beenden, bevor Sie diese Funktion wieder verwenden können.
Power/&ClassMonkWholenessOfBodyTitle	Ganzheit des Körpers
Power/&ClassMonkZenArcherFlurryOfArrowsDescription	Nachdem du eine Aktion ausgegeben hast, um mit einer Mönchswaffe anzugreifen, kannst du 2 Ki-Punkte als Bonusaktion ausgeben, um 2 Fernkampfwaffenangriffe mit einem Bogen auszuführen. Nur verfügbar, wenn Sie keine Rüstung oder Schild tragen.
Power/&ClassMonkZenArcherFlurryOfArrowsTitle	Pfeilhagel
Power/&ClassMonkZenArrowDistractDescription	Das Ziel muss bis zum Ende seines nächsten Zuges einen Weisheitsrettungswurf bestehen oder beim nächsten Angriff einen Nachteil haben.
Power/&ClassMonkZenArrowDistractTitle	Ablenken
Power/&ClassMonkZenArrowProneDescription	Das Ziel muss einen Geschicklichkeitsrettungswurf bestehen oder zu Boden geworfen werden.
Power/&ClassMonkZenArrowProneTitle	Niederschlagen
Power/&ClassMonkZenArrowPushDescription	Das Ziel muss einen Kraftrettungswurf bestehen oder 10 Fuß von dir weg gestoßen werden.
Power/&ClassMonkZenArrowPushTitle	Wegstoßen
Power/&ClassMonkZenArrowTechniqueDescription	Du kannst das Ki deines Feindes manipulieren, wenn du ihn mit deinen Pfeilen triffst. Immer wenn du eine Kreatur mit einem deiner Pfeile triffst, kannst du 1 Ki ausgeben, um diesem Ziel einen der folgenden Effekte aufzuerlegen:\n• Es muss ein Geschicklichkeitsrettungswurf gelingen oder zu Boden geworfen werden.\n• Es muss ein Kraftrettungswurf gelingen oder 10 Fuß von dir weg gestoßen werden.\n• Bis zum Ende seines nächsten Zuges muss ihm ein Weisheitswurf gelingen oder beim nächsten Angriff benachteiligt werden.
Power/&ClassMonkZenArrowTechniqueShortTitle	Ferne Hand
Power/&ClassMonkZenArrowTechniqueTitle	Fernhand-Technik
Power/&ClassMonkZenArrowUpgradedDistractDescription	Das Ziel muss bis zum Ende seines nächsten Zuges einen Weisheitswurf bestehen oder bei allen Angriffen benachteiligt sein.
Power/&ClassMonkZenArrowUpgradedDistractTitle	Ablenken
Power/&ClassMonkZenArrowUpgradedProneDescription	Dem Ziel muss ein Geschicklichkeitsrettungswurf gelingen oder es wird zu Boden geworfen und seine Bewegung wird für eine Runde auf Null gesetzt.
Power/&ClassMonkZenArrowUpgradedProneTitle	Niederschlagen
Power/&ClassMonkZenArrowUpgradedPushDescription	Dem Ziel muss ein Kraftrettungswurf gelingen oder es wird 20 Fuß von dir weg gestoßen.
Power/&ClassMonkZenArrowUpgradedPushTitle	Wegstoßen
Power/&ClassMonkZenArrowUpgradedTechniqueDescription	Du verbesserst deine Fähigkeit, Ki zu manipulieren. Alle Effekte der Distant-Hand-Technik wurden verbessert. Immer wenn du eine Kreatur mit einem deiner Pfeile triffst, kannst du 1 Ki ausgeben, um diesem Ziel einen der folgenden Effekte aufzuerlegen:\n• Ihr muss ein Geschicklichkeitsrettungswurf gelingen oder sie wird zu Boden geworfen und ihre Bewegung wird für eine Runde auf Null gesetzt.\n• Es muss ein Kraftrettungswurf gelingen oder 20 Fuß von dir weg gestoßen werden.\n• Bis zum Ende seines nächsten Zuges muss ihm ein Weisheitswurf gelingen oder er hat bei allen Angriffen einen Nachteil.
Power/&ClassMonkZenArrowUpgradedTechniqueShortTitle	Ferne Hand
Power/&ClassMonkZenArrowUpgradedTechniqueTitle	Verbesserte Fernhandtechnik
Power/&DH_ElementalFormPoolDescription	Du kannst pro langer Pause so oft zwischen den Elementarformen wechseln, wie es deinem Fertigkeitsbonus entspricht, indem du Elementarenergie kanalisierst. Du erhältst Resistenz gegen den entsprechenden Schaden und wendest einmal pro Runde deinen Fertigkeitsbonus als Schaden derselben Art auf den ersten Zauberschaden an, der in dieser Runde verursacht wird. Die Formulare dauern 1 Minute.
Power/&DH_ElementalFormPoolEnhancedDescription	Du kannst zwischen verbesserten Elementarformen so oft wechseln, wie es deinem Kompetenzbonus pro Tag entspricht, indem du Elementarenergie kanalisierst. Du erhältst Immunität gegen den entsprechenden Schaden und wendest in jeder Runde einen Fähigkeitsbonus als Schaden derselben Art auf den ersten Zauberschaden an. Die Formulare dauern 1 Minute.
Power/&DH_ElementalFormPoolEnhancedTitle	Verbesserte elementare Formen
Power/&DH_ElementalFormPoolEnhancedTitleShort	Elementare Formen
Power/&DH_ElementalFormPoolTitle	Elementare Formen
Power/&FindFamiliarBundlePowerDescription	Beschwöre Vertraute in Form von Pseudorgagon, Sprite, Imp oder Quasit.
Power/&FindFamiliarBundlePowerTitle	Vertraut finden
Power/&HelpActionDescription	Du kannst einer verbündeten Kreatur dabei helfen, eine Kreatur innerhalb von 1,50 m von dir anzugreifen. Sie täuschen vor, lenken das Ziel ab oder schließen sich auf andere Weise zusammen, um den Angriff Ihres Verbündeten effektiver zu machen. Wenn Ihr Verbündeter das Ziel vor Ihrem nächsten Zug angreift, wird der erste Angriffswurf mit Vorteil durchgeführt.
Power/&HelpActionTitle	Hilfe
Power/&MoonlitDanceoftheNightSkyDescription	Du kannst Fliegen einmal pro Tag auf 4 Ziele wirken.
Power/&MoonlitDanceoftheNightSkyTitle	Tanz des Nachthimmels
Power/&MoonlitDarkMoonDescription	Du kannst „Dunkelheit“ pro langer Pause so oft wirken, wie es deinem Fertigkeitsbonus entspricht.
Power/&MoonlitDarkMoonTitle	Dunkler Mond
Power/&MoonlitFullMoonDescription	Du kannst Tageslicht so oft pro langer Pause wirken, wie es deinem Fertigkeitsbonus entspricht.
Power/&MoonlitFullMoonTitle	Vollmond
Power/&MoonlitMoonTouchedDescription	Du beschwörst die Anziehungskraft des Mondes in einem kleinen Bereich herauf und lässt Kreaturen, denen ein Rettungswurf misslingt, nach oben schweben.
Power/&MoonlitMoonTouchedTitle	Mond berührt
Power/&PactofChainFamiliarInvisibilityPowerDescription	Die Kreatur wird auf magische Weise unsichtbar, bis sie angreift oder einen Zauber wirkt oder bis ihre Konzentration endet (als würde sie sich auf einen Zauber konzentrieren). Jegliche Ausrüstung, die die Kreatur trägt oder trägt, ist damit unsichtbar.
Power/&PactofChainFamiliarInvisibilityPowerTitle	Unsichtbarkeit
Power/&PactofChainFamiliarScarePowerDescription	Einer Kreatur deiner Wahl innerhalb von 20 Fuß muss ein Weisheitswurf gegen SG 10 gelingen, sonst ist sie 1 Minute lang verängstigt. Das Ziel kann den Rettungswurf am Ende jedes seiner Züge wiederholen und den Effekt bei einem Erfolg auf sich selbst beenden.
Power/&PactofChainFamiliarScarePowerTitle	Schrecken
Power/&PowerFunctionHandwrapsOfPullingDescription	Als Bonusaktion kannst du eine Kreatur innerhalb von 15 Fuß näher zu dir ziehen.
Power/&PowerFunctionHandwrapsOfPullingTitle	Rollen Sie ein
Power/&ToadKingCroakDescription	Senden Sie eine Schallwelle aus, die Schaden verursacht und Kreaturen und Objekte wegstößt.
Power/&ToadKingCroakTitle	Krächzen
Power/&ToadKingGraspingTongueDescription	Ziehen Sie Feinde zu sich heran.
Power/&ToadKingGraspingTongueTitle	Greifende Zunge
Power/&ToadKingHallucinogenicToxinPowerDescription	Ihr Körper hat sich so verändert, dass er gegen Toxine resistent wird und ein Abwehrgift produziert, wenn er von Nahkampfangriffen getroffen wird, und zwar bis zu einer Anzahl von Malen pro langer Pause, die Ihrem Kompetenzbonus entspricht. Wenn dem Angreifer ein Konstitutionsrettungswurf misslingt, leidet er unter luzinogenem Toxin, bis er angegriffen oder anderweitig unterbrochen wird.
Power/&ToadKingHallucinogenicToxinPowerTitle	Halluzinogenes Toxin
Power/&ToadKingSwallowDescription	Versuchen Sie, einen mittelgroßen oder kleineren Feind zu verschlucken. Bei einem misslungenen Stärkewurf wird das Monster verschluckt und erleidet 3W6 Säureschaden pro Runde. Endet, wenn der Krötenhexenmeister bei einem einzigen Angriff mit 15 oder mehr Schaden getroffen wird.
Power/&ToadKingSwallowTitle	Schlucken
Power/&UrPriestControlUndeadDescription	Als Aktion zielst du auf eine untote Kreatur, die du innerhalb von 9 m von dir sehen kannst. Das Ziel muss einen Weisheitsrettungswurf machen. Bei einem fehlgeschlagenen Speichern muss das Ziel Ihren Befehlen gehorchen.
Power/&UrPriestControlUndeadTitle	Kontrolliere Untote
Power/&UrPriestHalfLifeDescription	Du nimmst nekrotische Energie in dich auf, hängst zwischen Leben und Tod und bist vorübergehend von deinem eigenen Geist besessen. Sie erhalten Fluggeschwindigkeit und die gleichen Zustandsimmunitäten und Schadensresistenzen wie andere Geister.
Power/&UrPriestHalfLifeTitle	Halbwertszeit
Power/&UrPriestRadiantWardDescription	Als Aktion erhalten Sie eine Anzahl temporärer Trefferpunkte in Höhe des Doppelten Ihrer Stufe als Hexenmeister.
Power/&UrPriestRadiantWardTitle	Strahlende Station
Power/&UrPriestSpellSiphonDescription	Sie lernen, wie Sie in Kombination mit Ihrer normalen Kraftreserve eine größere Quelle der Magie anzapfen können. Als Aktion kannst du eine Göttlichkeit kanalisieren, um eine verbrauchte Nutzung deines mystischen Arkanums der 6. Stufe wiederzuerlangen.
Power/&UrPriestSpellSiphonTitle	Siphon buchstabieren
Race/&BolgrifRaceDescription	Bolgrifs sind Halbriesen, die im gefrorenen Hochland von Solasta leben. Sie sind schlau, vorsichtig, zurückgezogen, misstrauen den meisten Humanoiden außer den Elfen und ziehen es vor, fernab der Zivilisation in eng verbundenen Clans zu leben. Wenn sie in den Kampf gedrängt werden, demonstrieren Bolgrifs beeindruckende Fähigkeiten im Umgang mit Waffen und Naturmagie.
Race/&BolgrifRaceTitle	Bolgrif
Race/&GnomeRaceDescription	Ein ständiges Summen geschäftiger Aktivität durchdringt die Gehege und Nachbarschaften, in denen Gnome ihre eng verbundenen Gemeinschaften bilden. Lautere Geräusche unterstreichen das Summen: ein Knirschen knirschender Zahnräder hier, eine kleine Explosion dort, ein überraschter oder triumphierender Aufschrei und vor allem schallendes Gelächter. Gnome erfreuen sich am Leben und genießen jeden Moment des Erfindens, Erkundens, Erforschens, Schaffens und Spielens.
Race/&GnomeRaceTitle	Gnom
Race/&PointPoolSelect10FeatsDescription	Wähle 10 zusätzliche Talente für deinen Charakter aus.
Race/&PointPoolSelect10FeatsTitle	10 Bonusfeats
Race/&PointPoolSelect11FeatsDescription	Wähle 11 zusätzliche Talente für deinen Charakter aus.
Race/&PointPoolSelect11FeatsTitle	11 Bonusfeats
Race/&PointPoolSelect2FeatsDescription	Wähle 2 zusätzliche Talente für deinen Charakter aus.
Race/&PointPoolSelect2FeatsTitle	2 Bonusfeats
Race/&PointPoolSelect3FeatsDescription	Wähle 3 zusätzliche Talente für deinen Charakter aus.
