ActionAffinity/&DHFeeblemindSpellDescription	Incapaz de lançar feitiços
Feature/&ZSPowerPaladinCleansingTouchDescription	Remova os efeitos da magia tocando em um aliado. Você pode fazer isso um número de vezes por dia igual ao seu modificador de Carisma
Feature/&ZSPowerPaladinCleansingTouchTitle	Toque de limpeza
Feedback/&AdditionalDamageAgonizing_BlastFormat	Explosão Agonizante
Feedback/&AdditionalDamageAgonizing_BlastLine	Quando você lançar um feitiço usando dano de força (explosão mística), adicione seu modificador de Carisma ao dano que ele causa em um acerto
Feedback/&AdditionalDamageArcaneFighterBonusWeaponDamageFormat	Dano Adicional de Ataques com Poder Mágico
Feedback/&AdditionalDamageArcaneFighterBonusWeaponDamageLine	Dano Adicional de Ataques com Poder Mágico
Feedback/&AdditionalDamageArcaneFirearmFormat	Aprimoramento de explosão!
Feedback/&AdditionalDamageArcaneFirearmLine	Causando dano adicional do Aprimoramento Explosivo
Feedback/&AdditionalDamageArcanistMarkFormat	Marca do Arcanista!
Feedback/&AdditionalDamageArcanistMarkLine	A Marca do Arcanista detona e causa dano extra ao alvo!
Feedback/&AdditionalDamageBarbarianPathOfTheLightIlluminatingStrikeFormat	Golpe Iluminador!
Feedback/&AdditionalDamageBarbarianPathOfTheLightIlluminatingStrikeLine	Illuminating Strike causa dano extra ao alvo!
Feedback/&AdditionalDamageBlindingWeaponStrikeFormat	Arma de Cegueira
Feedback/&AdditionalDamageBlindingWeaponStrikeLine	Dano adicional e tentativa de aplicar Cegueira da Arma Cegante
Feedback/&AdditionalDamageEldritchSmiteFormat	Golpe Eldritch!
Feedback/&AdditionalDamageEldritchSmiteLine	{0} fere {1} (+{2})
Feedback/&AdditionalDamageElementalDamageFormat	Dano Elementar
Feedback/&AdditionalDamageElementalDamageLine	A forma elemental concede dano adicional
Feedback/&AdditionalDamageLightningSpearFormat	Lança Relâmpago!
Feedback/&AdditionalDamageLightningSpearLine	{0} atinge {1} com a Lança Relâmpago! (+{2})
Feedback/&AdditionalDamagePactMarkedFormat	Marca do pacto!
Feedback/&AdditionalDamagePactMarkedLine	A marca do pacto causa dano adicional!
Feedback/&AdditionalDamagePactSoulTakerFormat	Tomador de almas!
Feedback/&AdditionalDamagePactSoulTakerLine	Soul taker causa dano adicional!
Feedback/&AdditionalDamageResonatingStrikeFormat	Golpe Ressonante!
Feedback/&AdditionalDamageResonatingStrikeLine	{0} ressoa {1}! (+{2})
Feedback/&AdditionalDamageSoulEmpoweredFormat	Alma empoderada!
Feedback/&AdditionalDamageSoulEmpoweredLine	Soul Empowered causa dano adicional!
Feedback/&AdditionalDamageSunlightBladeFormat	Lâmina iluminada pelo sol!
Feedback/&AdditionalDamageSunlightBladeLine	{0} queima {1} com Sunlit Blade! (+{2})
Feedback/&AdditionalDamageUpgradedConstructFormat	Dano atualizado
Feedback/&AdditionalDamageUpgradedConstructLine	A construção atualizada causa 1D8 a mais de dano por acerto
Feedback/&AncientForestHerbalBrewDamageAffinityAcidResistancePowerUsedWhileTravellingFormat	{0} cria {1}
Feedback/&AncientForestHerbalBrewDamageAffinityLightningResistancePowerUsedWhileTravellingFormat	{0} cria {1}
Feedback/&AncientForestHerbalBrewDamageAffinityNecroticResistancePowerUsedWhileTravellingFormat	{0} cria {1}
Feedback/&AncientForestHerbalBrewDamageAffinityPoisonResistancePowerUsedWhileTravellingFormat	{0} cria {1}
Feedback/&AncientForestHerbalBrewDamageAffinityRadiantResistancePowerUsedWhileTravellingFormat	{0} cria {1}
Feedback/&AncientForestHerbalBrewHealingPowerUsedWhileTravellingFormat	{0} cria {1}
Feedback/&AncientForestHerbalBrewToxifyingPowerUsedWhileTravellingFormat	{0} cria {1}
Feedback/&ExtraDamageDescription	Dano extra de Lighting Spear
Feedback/&ExtraDamageTitle	Dano extra da Lança Relâmpago
Feedback/&LightningSpearAdditionalDamageDescription	dano de raio 1D6 extra uma vez por turno
Feedback/&LightningSpearAdditionalDamageTitle	Dano extra da Lança Relâmpago
Feedback/&NotifyEffectResonatingStrikeLine	{0} ressoa {1}!
FightingStyle/&BlindFightingDescription	Você tem visão às cegas com alcance de 10 pés
FightingStyle/&BlindFightingTitle	Luta às cegas
FightingStyle/&CripplingDescription	Reduza a velocidade do seu oponente em um ataque corpo a corpo para 10 até o final do próximo turno
FightingStyle/&CripplingTitle	Aleijante
FightingStyle/&PugilistFightingDescription	Seus ataques desarmados causam um d4 adicional de dano e você pode socar com sua mão secundária como uma ação bônus
FightingStyle/&PugilistFightingTitle	Pugilista
FightingStyle/&TitanFightingDescription	Você ganha +2 de acerto contra criaturas de tamanho grande ou maior
FightingStyle/&TitanFightingTitle	Luta de Titãs
FlexibleBackgrounds/&AcademicBackgroundSuggestedSkillsDescription	Arcano, Natureza e Insight
FlexibleBackgrounds/&AcademicBackgroundSuggestedSkillsTitle	Habilidades sugeridas
FlexibleBackgrounds/&AcolyteBackgroundSuggestedSkillsDescription	Religião, Natureza e Insight
FlexibleBackgrounds/&AcolyteBackgroundSuggestedSkillsTitle	Habilidades sugeridas
FlexibleBackgrounds/&AristocratBackgroundSuggestedSkillsDescription	História, Persuasão e Intimidação
FlexibleBackgrounds/&AristocratBackgroundSuggestedSkillsTitle	Habilidades sugeridas
FlexibleBackgrounds/&BackgroundSkillSelect2Description	Selecione 2 proficiências de habilidade
FlexibleBackgrounds/&BackgroundSkillSelect2Title	Habilidades
FlexibleBackgrounds/&BackgroundSkillSelect3Description	Selecione 3 proficiências de habilidade
FlexibleBackgrounds/&BackgroundSkillSelect3Title	Habilidades
FlexibleBackgrounds/&BackgroundToolSelect2Description	Selecione 2 proficiências em ferramentas
FlexibleBackgrounds/&BackgroundToolSelect2Title	Ferramentas
FlexibleBackgrounds/&BackgroundToolSelectDescription	Selecione uma proficiência na ferramenta
FlexibleBackgrounds/&BackgroundToolSelectTitle	Ferramenta
FlexibleBackgrounds/&LawkeeperBackgroundSuggestedSkillsDescription	Percepção e Intimidação
FlexibleBackgrounds/&LawkeeperBackgroundSuggestedSkillsTitle	Habilidades sugeridas
FlexibleBackgrounds/&LowlifeBackgroundSuggestedSkillsDescription	Prestidigitação, furtividade e engano
FlexibleBackgrounds/&LowlifeBackgroundSuggestedSkillsTitle	Habilidades sugeridas
FlexibleBackgrounds/&PhilosopherBackgroundSuggestedSkillsDescription	Medicina e Persuasão
FlexibleBackgrounds/&PhilosopherBackgroundSuggestedSkillsTitle	Habilidades sugeridas
FlexibleBackgrounds/&SellswordBackgroundSuggestedSkillsDescription	Atletismo e Intimidação
FlexibleBackgrounds/&SellswordBackgroundSuggestedSkillsTitle	Habilidades sugeridas
FlexibleBackgrounds/&SpyBackgroundSuggestedSkillsDescription	Furtividade, Decepção e Natureza
FlexibleBackgrounds/&SpyBackgroundSuggestedSkillsTitle	Habilidades sugeridas
FlexibleBackgrounds/&WandererBackgroundSuggestedSkillsDescription	Sobrevivência e Natureza
FlexibleBackgrounds/&WandererBackgroundSuggestedSkillsTitle	Habilidades sugeridas
FlexibleRaces/&PointPoolAbilityScore3Description	Use três reforços nos valores de habilidade em qualquer combinação de sua escolha
FlexibleRaces/&PointPoolAbilityScore3Title	Aumento de pontuação de habilidade
FlexibleRaces/&PointPoolAbilityScore4Description	Use quatro reforços nos valores de habilidade em qualquer combinação de sua escolha
FlexibleRaces/&PointPoolAbilityScore4Title	Aumento de pontuação de habilidade
Format/&LevelAndExperienceFormat	Nível: {0}\nExperiência: {1}\n{2} pontos necessários para atingir o nível {3}
Format/&LevelAndExperienceMaxedFormat	Nível: {0}\nExperiência: {1}\nnível máximo atingido
Item/&CraftingManualRecipeEnchantHandwraps+1Title	Encantar Algemas +1
Item/&CraftingManualRecipeEnchantHandwraps+2Title	Encantar Algemas +2
Item/&CraftingManualRecipeEnchantHandwrapsOfForceTitle	Encantar Alças Fortes
Item/&CraftingManualRecipeEnchantHandwrapsOfPullingTitle	Encantar Alças De Puxar
Item/&CraftingManualRecipeEnchantHandwraps+1Description	Encantar Algemas +1
Item/&CraftingManualRecipeEnchantHandwraps+2Description	Encantar Algemas +2
Item/&CraftingManualRecipeEnchantHandwrapsOfForceDescription	Encantar Alças Fortes
Item/&CraftingManualRecipeEnchantHandwrapsOfPullingDescription	Encantar Alças De Puxar
Item/&ForceArtilleryProjectileDescription	ForceArtilleryProjectile
Item/&ForceArtilleryProjectileTitle	ForceArtilleryProjectile
Item/&Handwraps+1Title	Bandagens +1
Item/&Handwraps+1TitleUnidentifiedDescription	Alças finamente trabalhadas
Item/&Handwraps+1TitleUnidentifiedTitle	Boa Qualidade Handwraps
Item/&Handwraps+2Title	Alças +2
Item/&Handwraps+2TitleUnidentifiedDescription	Alças finamente trabalhadas
Item/&Handwraps+2TitleUnidentifiedTitle	Algemas Magníficas
Item/&HandwrapsOfForceTitle	Algemas Fortes
Item/&HandwrapsOfForceTitleUnidentifiedDescription	Alças finamente trabalhadas
Item/&HandwrapsOfForceTitleUnidentifiedTitle	Algemas Magníficas
Item/&HandwrapsOfPullingTitle	Alças de Puxar
Item/&HandwrapsOfPullingTitleUnidentifiedDescription	Alças finamente trabalhadas
Item/&HandwrapsOfPullingTitleUnidentifiedTitle	Algemas Magníficas
Language/&AbyssalDescription	A linguagem abissal era a forma da linguagem primordial que foi envolta e torcida pelo mal do abismo
Language/&AbyssalTitle	Abissal
Language/&GnomishLanguageDescription	Uma antiga língua Solastan, preservada por gnomos que vivem nas florestas profundas de Solasta, sobreviveu ao Cataclismo
Language/&GnomishLanguageTitle	Gnômico
MainMenu/&ExportPdfDescription	Desça o nível deste herói
MainMenu/&ExportPdfTitle	Nível baixo
Message/&CharacterExportDuplicateNameErrorDescription	Exportação cancelada:\n\nUm herói com esse nome já existe no pool.\nPor favor, tente um nome diferente
Message/&CharacterExportEmptyNameErrorDescription	Exportação cancelada:\n\nPor favor, tente um nome não vazio
Message/&CharacterExportModalContentDescription	Digite o nome do herói para exportar:
Message/&CharacterExportModalTitleDescription	Exportação de caracteres
Message/&LevelDownConfirmationDescription	Reduzir o nível deste Herói?
Message/&LevelDownMultiplayerAbortDescription	Não é possível descer de nível durante uma sessão multijogador
Message/&MessageModWelcomeDescription	O Community Expansion Mod está repleto de recursos interessantes, mas, por padrão, nenhum está ativado. Pressione <color=yellow>Ctrl-F10</color> para abrir a interface do usuário do Unity Mod Manager [UMM] e clique no ícone de configurações ao lado de 'Expansão da comunidade' para abrir as páginas de configurações.\n\n Explore as opções e selecione as que você gosta. A interface do usuário do UMM agora será aberta
Message/&MessageModWelcomeTitle	Módulo de expansão da comunidade
Message/&RespecMultiplayerAbortDescription	Não é possível respeitar durante uma sessão multijogador ou no mapa de exploração
Message/&SpawnCustomEncounterDescription	Gerar encontro nas coordenadas ({0}, {1})?
Message/&SpawnCustomEncounterErrorDescription	Não é possível gerar encontros em um jogo multiplayer. Ainda...
Message/&SpawnCustomEncounterTitle	Encontro
Message/&TeleportPartyDescription	Teletransportar o grupo para as coordenadas ({0}, {1})?\nVocê pode quebrar missões ou mapas se se teletransportar para um lugar desconhecido
Message/&TeleportPartyTitle	teleporte
Modifier/&AHWarlockSoulBladePactEmpowerWeaponModifierDescription	Arma usa modificador de Carisma para jogadas de ataque e dano e conta como mágica até descanso longo
Modifier/&AHWarlockSoulBladePactEmpowerWeaponModifierTitle	Fortalecido pela alma
Modifier/&AttributeModifierRuinDescription	-3 para Classe de Armadura
Modifier/&AttributeModifierRuinTitle	Arruinado
Modifier/&CripplingAdditionalDamageDescription	Danos Incapacitantes
Modifier/&CripplingAdditionalDamageTitle	Aleijante
Modifier/&DisorientDescription	-1d6 nas jogadas de ataque
Modifier/&DisorientTitle	Desorientado
Monster/&DHCustomCouatlDescription	Couatls são seres serpentinos benevolentes de grande intelecto e discernimento. Suas asas brilhantemente coloridas e maneiras gentis falam de suas origens celestiais
Monster/&DHCustomCouatlTitle	Couatl
Monster/&OwlFamiliarDescription	Coruja Familiar
Monster/&OwlFamiliarTitle	Coruja
Monster/&PactOfChainCustomImpDescription	Diabretes são encontrados em todos os Planos Inferiores, executando tarefas para seus mestres infernais, espionando rivais ou enganando e emboscando mortais. Um diabrete servirá orgulhosamente a um mestre maligno de qualquer tipo, mas não pode ser confiável para realizar tarefas com velocidade ou eficiência
Monster/&PactOfChainCustomImpTitle	Imp (Pacto da Cadeia)
Monster/&PactOfChainCustomPseudodragonDescription	O indescritível pseudodragão habita os lugares tranquilos do mundo, fazendo sua casa nas cavidades das árvores e pequenas cavernas. Com suas escamas verdes, chifres e uma boca cheia de dentes afiados, um pseudodragão se assemelha a um pequeno dragão verde, mas sua disposição é brincalhona
Monster/&PactOfChainCustomPseudodragonTitle	Pseudodragão
Monster/&PactOfChainCustomQuasitDescription	Quasits infestam os Planos Inferiores. Fisicamente fracos, eles ficam nas sombras para tramar travessuras e maldades. Demônios mais poderosos usam quasits como espiões e mensageiros quando não os estão devorando ou separando-os para passar o tempo
Monster/&PactOfChainCustomQuasitTitle	Quasit (Pacto da Cadeia)
Monster/&PactOfChainCustomSpriteDescription	Ao contrário dos duendes, os sprites raramente se entregam a alegria e diversão frívolas. Eles são guerreiros, protetores e juízes firmes, e sua inclinação severa faz com que outros feéricos os considerem excessivamente severos e sérios. No entanto, fadas que respeitam o território dos sprites os encontram aliados firmes em tempos de dificuldade.
Monster/&PactOfChainCustomSpriteTitle	Sprite (Pacto da Corrente)
Monster/&WitchOwlFamiliarDescription	Coruja Familiar
Monster/&WitchOwlFamiliarTitle	Coruja
MonsterAttack/&AttackWarlockDragonStingDescription	1d4 de dano perfurante e o alvo deve ser bem sucedido no teste de Constituição CD 11 ou ficará Envenenado
MonsterAttack/&AttackWarlockDragonStingTitle	Picada Venenosa
MonsterAttack/&AttackWarlockImpStingDescription	Picada Venenosa de um Diabrete
MonsterAttack/&AttackWarlockImpStingTitle	Picada Venenosa
MonsterAttack/&AttackWarlockQuasitStingTitle	Picada Venenosa
MonsterAttack/&DH_Custom_CouatlBite_AttackDescription	Dano perfurante e o alvo deve ser bem sucedido em um teste de resistência de Constituição CD 13 ou ficará envenenado por 24 horas. Até que este veneno termine, o alvo está inconsciente
MonsterAttack/&DH_Custom_CouatlBite_AttackTitle	Mordida
Power/&AncientForestLifeSapDescription	Quando você danifica o inimigo com feitiço, você cura HP igual à metade do seu nível uma vez por turno. Se você estiver com menos da metade do HP, o primeiro alvo danificado neste turno curará o HP do nível e os próximos alvos curarão metade do nível do HP, mas apenas até metade do HP máximo
