ActionAffinity/&DHFeeblemindSpellDescription	Incapaz de lançar feitiços
Monster/&DH_Custom_GuardianNaga_Description	Sábia e boa, as belas nagas guardiãs protegem os lugares sagrados e os itens de poder mágico de cair em mãos malignas. Em seus redutos ocultos, eles pesquisam feitiços e eclodem convolutos enredos para frustrar os desígnios malignos de seus inimigos.
Monster/&DH_Custom_GuardianNaga_Title	<color=#ff0000ff>Guardian Naga</cor>
Monster/&DH_Custom_HornedDevil_Description	A infantaria voadora das legiões infernais, demônios chifrados seguem ordens à risca.
Monster/&DH_Custom_HornedDevil_Title	<color=#ff0000ff>Diabo chifrado</cor>
Monster/&DH_Custom_IceDevil_Description	Cobiçando o poder de seus superiores demoníacos, os demônios do gelo trabalham incessantemente para a promoção, massacrando os inimigos dos Nove Infernos e reclamando o maior número possível de almas para seus mestres arquiduqueiros.
Monster/&DH_Custom_IceDevil_Title	<color=#ff0000ff>Ice Devil</cor>
Monster/&DH_Custom_Lich_Description	Os liches são restos de grandes feiticeiros que abraçam a morte não morta como meio de se preservarem. Eles promovem seu próprio poder a qualquer custo, não tendo nenhum interesse nos assuntos dos vivos, exceto quando esses assuntos interferem com os seus próprios. Esquemas e loucos, eles têm fome de conhecimentos há muito esquecidos e dos segredos mais terríveis.
Monster/&DH_Custom_Lich_Title	<color=#ff0000ff>Lich</cor>
Monster/&DH_Custom_Nalfeshnee_Description	O meio-espinho é um dos demônios mais grotescos - um escárnio corpulento de macaco e javali de pé duas vezes a altura de um humano, com asas de penas que parecem pequenas demais para seu corpo inchado. Estas características brutais escondem uma notável inteligência e astúcia.
Monster/&DH_Custom_Nalfeshnee_Title	<color=#ff0000ff>Nalfeshnee</cor>
Monster/&DH_Custom_PitFiend_Description	Os senhores incontestáveis da maioria dos outros demônios, os demônios do fosso atendem aos arquiduques e arquiduques das Nove Infernas e realizam seus desejos. Estes poderosos demônios são os generais das Nove Infernas, levando suas legiões infernais para a batalha.
Monster/&DH_Custom_PitFiend_Title	<color=#ff0000ff>Pit Fiend</cor>
Monster/&DH_Custom_Planetar_Description	Os planetários atuam como armas dos deuses que servem, apresentando uma representação tangível do poder de suas divindades.
Monster/&DH_Custom_Planetar_Title	<color=#ff0000ff>Planetar</cor>
Monster/&DH_Custom_Roc_Description	As rochas são criaturas solitárias que podem viver por séculos. Elas cavam em ninhos feitos de árvores, tendas, navios quebrados e os restos de caravanas que carregam, colocando estes emaranhados maciços em fendas de montanhas fora do alcance de criaturas menores.
Monster/&DH_Custom_Roc_Title	<color=#ff0000ff>Roc</cor>
Monster/&DH_Custom_Solar_Description	No campo de batalha, a espada do Solar voa para a briga por si só, e uma única flecha do arco do Solar pode atingir um alvo morto ao contato. Tão grande é o poder celestial de um solar que até os príncipes demoníacos se encolhem a seus comandos ressonantes.
Monster/&DH_Custom_Solar_Title	<color=#ff0000ff>Solar</cor>
Monster/&DH_Custom_StormGiant_Description	Os gigantes da tempestade são videntes contemplativos que vivem em lugares distantes da civilização mortal. A maioria tem a pele e os cabelos pálidos e cinzentos, e olhos esmeralda brilhantes.
Monster/&DH_Custom_StormGiant_Title	<color=#ff0000ff>Storm Giant</cor>
Monster/&DH_Custom_Tarrasque_Description	O lendário tarrasco é possivelmente o monstro mais temido do Plano Material. Acredita-se amplamente que apenas uma destas criaturas existe, embora ninguém possa prever onde e quando ela irá atacar. Um bípede escamoso, o tarrasco tem 50 pés de altura e 70 pés de comprimento, pesando centenas de toneladas.
Monster/&DH_Custom_Tarrasque_Title	<color=#ff0000ff>Tarrasco</cor>
Monster/&DH_Custom_Vampire_Description	Despertados para uma noite interminável, os vampiros têm fome pela vida que perderam e saciaram essa fome ao beber o sangue dos vivos. Os vampiros abominam a luz do sol, pois seu toque os queima. Eles nunca lançam sombras ou reflexos, e qualquer vampiro que deseje passar despercebido entre os vivos se mantém na escuridão e longe de superfícies refletoras.
Monster/&DH_Custom_Vampire_Title	<color=#ff0000ff>Vampiro</cor>
Monster/&DHCustomCouatlDescription	Os Couatls são seres serpentinos benevolentes de grande intelecto e perspicácia. Suas asas brilhantemente coloridas e suavidade falam de suas origens celestiais.
Monster/&DHCustomCouatlTitle	Couatl
Monster/&OwlFamiliarDescription	Coruja familiar
Monster/&OwlFamiliarTitle	Coruja
Monster/&PactOfChainCustomImpDescription	Os diabinhos são encontrados em todos os planos inferiores, seja fazendo recados para seus mestres infernais, espionando seus rivais, ou enganando e enganando os mortais. Um diabinho se orgulha de servir a um mestre maligno de qualquer tipo, mas não se pode confiar nele para realizar tarefas com qualquer velocidade ou eficiência.
Monster/&PactOfChainCustomImpTitle	Diabinho (Pacto de Cadeia)
Monster/&PactOfChainCustomPseudodragonDescription	O pseudodragon fugidio habita nos lugares tranqüilos do mundo, fazendo sua casa nos buracos de árvores e pequenas cavernas. Com suas escamas castanho-avermelhadas, chifres e uma serra cheia de dentes afiados, um pseudodragon assemelha-se a um pequeno dragão vermelho, mas sua disposição é lúdica.
Monster/&PactOfChainCustomPseudodragonTitle	Pseudodragon (Pacto de Corrente)
Monster/&PactOfChainCustomQuasitDescription	As Quasits infestam os Planos Inferiores. Fisicamente fracos, eles se mantêm nas sombras para conspirar maldades e maldades. Demônios mais poderosos usam os quasits como espiões e mensageiros quando não os devoram ou os afastam para passar o tempo.
Monster/&PactOfChainCustomQuasitTitle	Quasit (Pacto de Cadeia)
Monster/&PactOfChainCustomSpriteDescription	Ao contrário dos píxeis, os sprites raramente se entregam à alegria e ao divertimento frívolo. Eles são guerreiros firmes, protetores e juízes, e sua curvatura severa faz com que outras pessoas os considerem excessivamente dourados e sérios. No entanto, aqueles que respeitam o território dos sprites os encontram aliados ferrenhos em tempos de problemas.
Monster/&PactOfChainCustomSpriteTitle	Sprite (Pacto de Cadeia)
Monster/&WitchOwlFamiliarDescription	Coruja familiar
Monster/&WitchOwlFamiliarTitle	Coruja
MonsterAttack/&DH_AirBlast_Attack_Description	5d6 trovões e empurra 2 células
MonsterAttack/&DH_AirBlast_Attack_Title	Jato de ar
MonsterAttack/&DH_AirTitan_Slam_Attack_Descriptiond	4d6+6 Bludgeoning & 4d6 Thunder
MonsterAttack/&DH_AirTitan_Slam_Attack_Title	Thunderous Slam
MonsterAttack/&DH_AncientDragon_Tail_Attack_Description	2D8+8 Bludgeoning
MonsterAttack/&DH_AncientDragon_Tail_Attack_Title	Ataque de cauda
MonsterAttack/&DH_Balor_Longsword_Attack_Description	3D8+8 Slashing & 3D8 Lightning
MonsterAttack/&DH_Balor_Longsword_Attack_Title	Ataque por palavra longa
MonsterAttack/&DH_Balor_Whip_Attack_Description	2D6+8 Cortes e 3D6 Fogo
MonsterAttack/&DH_Balor_Whip_Attack_Title	Ataque de chicote
MonsterAttack/&DH_ConstructTitan_ForceCannon_Attack_Description	4D8 A força e o alvo são propensos a golpes
MonsterAttack/&DH_ConstructTitan_ForceCannon_Attack_Title	Forçar o canhão
MonsterAttack/&DH_ConstructTitan_Slam_Attack_Description	Danos 3D12+8 e o alvo é empurrado 20 pés
MonsterAttack/&DH_ConstructTitan_Slam_Attack_Title	Slam
MonsterAttack/&DH_Custom_TarrasqueSwallowedcondition_Description	Não pode agir e leva danos com ácido 16d6 em cada curva. 60 danos em um único ataque podem forçar o andorinhão a regurgitar.
MonsterAttack/&DH_Custom_TarrasqueSwallowedcondition_Title	Engolido
MonsterAttack/&DH_Custom_TarrasqueSwallowingcondition_Description	60 danos em um único ataque podem forçá-lo a regurgitar.
MonsterAttack/&DH_Custom_TarrasqueSwallowingcondition_Title	Engole a criatura
MonsterAttack/&DH_DamageAcid_Bite_Attack_Description	2D10+9 Piercing & 2D8 Danos por Ácido
MonsterAttack/&DH_DamageAcid_Bite_Attack_Title	Ataque de mordida ácida
MonsterAttack/&DH_DamageCold_Bite_Attack_Description	2D10+9 Piercing & 2D8 Danos causados pelo frio
MonsterAttack/&DH_DamageCold_Bite_Attack_Title	Ataque de mordida de gelo
MonsterAttack/&DH_DamageFire_Bite_Attack_Description	2D10+9 Piercing & 4D6 Danos causados pelo fogo
MonsterAttack/&DH_DamageFire_Bite_Attack_Title	Ataque de mordida de fogo
MonsterAttack/&DH_DamageLightning_Bite_Attack_Description	2D10+9 Piercing & 2D10 Danos por Raios
MonsterAttack/&DH_DamageLightning_Bite_Attack_Title	Ataque de mordida por raio
MonsterAttack/&DH_DamagePoison_Bite_Attack_Description	2D10+9 Piercing & 3D6 Danos por veneno
MonsterAttack/&DH_DamagePoison_Bite_Attack_Title	Ataque de mordidas venenosas
MonsterAttack/&DH_EarthTitan_Boulder_Attack_Description	7D10+8 Bludgeoning
MonsterAttack/&DH_EarthTitan_Boulder_Attack_Title	Boulder
MonsterAttack/&DH_EarthTitan_Slam_Attack_Description	4D10+8 Bludgeoning
MonsterAttack/&DH_EarthTitan_Slam_Attack_Title	Golpe de terra
MonsterAttack/&DH_FireScimatar_Attack_Description	Cortes 2d6+6 & 2d6 Fogo
MonsterAttack/&DH_FireScimatar_Attack_Title	Scimatar
MonsterAttack/&DH_FireTitan_Slam_Attack_Description	3d6+5 Bombardeio + 10d6 Fogo
MonsterAttack/&DH_FireTitan_Slam_Attack_Title	Searing Slam
MonsterAttack/&DH_Fork_Attack_Description	2D8 +6 Piercing
MonsterAttack/&DH_Fork_Attack_Title	Ataque de garfo
MonsterAttack/&DH_Generic_Bite_Attack_No_ExtraDamage_Description	2d10 + 6 Danos por Piercing
MonsterAttack/&DH_Generic_Bite_Attack_No_ExtraDamage_Title	Ataque de mordidas
MonsterAttack/&DH_Generic_Claw_Attack_Description	2D6 + 9 Danos por corte
MonsterAttack/&DH_Generic_Claw_Attack_Title	Ataque de garra
MonsterAttack/&DH_Generic_Stronger_Bite_Attack_No_ExtraDamage_Description	2D10 + 9
MonsterAttack/&DH_Generic_Stronger_Bite_Attack_No_ExtraDamage_Title	Ataque de mordidas
MonsterAttack/&DH_HornedDevilTail_Attack_Description	1D8 +6 Piercing , inflige condição de ferida de sangramento
MonsterAttack/&DH_HornedDevilTail_Attack_Title	Ataque de cauda
MonsterAttack/&DH_HornedDevilTail_Attackcondition_Description	3D6 Necrótico, salvar para cancelar
MonsterAttack/&DH_HornedDevilTail_Attackcondition_Title	Ferida Sangrenta
MonsterAttack/&DH_HurlFlame_Attack_Description	5d6 Incêndio
MonsterAttack/&DH_HurlFlame_Attack_Title	Chama Hurl
MonsterAttack/&DH_Ice_Bite_Attack_Description	2d6+5 Piercing & 3d6 Frio
MonsterAttack/&DH_Ice_Bite_Attack_Title	Picada de gelo
MonsterAttack/&DH_ImpAttack_Description	1d4 + 3 danos perfurantes, e o alvo deve fazer um lançamento salvador DC 11 Constitution, levando 10 (3d6) danos por veneno em um salvador falhado, ou metade do dano em um salvador bem sucedido.
MonsterAttack/&DH_ImpAttack_Title	Ferrão
MonsterAttack/&DH_Lich_ParalyzingTouch_Attack_Description	3D6 Frio e inflige a condição de paralisado
MonsterAttack/&DH_Lich_ParalyzingTouch_Attack_Title	Toque paralisante
MonsterAttack/&DH_LightningScimatar_Attack_Description	Cortes 2d6+5 e relâmpagos 2d6
MonsterAttack/&DH_LightningScimatar_Attack_Title	Scimatar
MonsterAttack/&DH_NagaBite_Attack_Description	1d8+4 Piercing & 15 DC Con Save to half 10d8 Poison
MonsterAttack/&DH_NagaBite_Attack_Title	Picada de veneno
MonsterAttack/&DH_NagaSpit_Attack_Description	15 DC Con Poupar para metade 10d8 Veneno
MonsterAttack/&DH_NagaSpit_Attack_Title	Veneno de cuspo
MonsterAttack/&DH_PitFiend_Bite_Attack_Description	2d6+7 Veneno, Inflige condição de veneno
MonsterAttack/&DH_PitFiend_Bite_Attack_Title	Ataque de mordidas
MonsterAttack/&DH_PitFiend_Bite_Attackcondition_Description	6D6 Posião recorrente
MonsterAttack/&DH_PitFiend_Bite_Attackcondition_Title	Intoxicado
MonsterAttack/&DH_PitFiend_Mace_Attack_Description	2D6+8 Bombardeamento & Incêndio 6D6
MonsterAttack/&DH_PitFiend_Mace_Attack_Title	Ataque de maça
MonsterAttack/&DH_PoisonLongbow_Attack_Description	Arco longo com flechas venenosas
MonsterAttack/&DH_PoisonLongbow_Attack_Title	Arco Longo Venenoso
MonsterAttack/&DH_PoisonLongsword_Attack_Description	1d10+4 Cortar & 3d8 Veneno
MonsterAttack/&DH_PoisonLongsword_Attack_Title	Palavra longa venenosa
MonsterAttack/&DH_PseudodragonAttack_Description	1d4 Danos por perfuração. O alvo deve ser bem sucedido em um arremesso de economia da Constituição DC 10 ou ficar envenenado por 1 minuto. O alvo envenenado fica inconsciente durante o mesmo tempo, ou até que ele sofra danos ou outra criatura tome uma ação para sacudi-lo.
MonsterAttack/&DH_PseudodragonAttack_Title	Ferrão
MonsterAttack/&DH_QuasitAttack_Description	1d4 + 3 danos perfurantes, e o alvo deve ser bem sucedido em um arremesso de economia de DC 10 Constitution ou tomar 5 (2d4) danos por veneno e ficar envenenado por 1 minuto.
MonsterAttack/&DH_QuasitAttack_Title	Garra
MonsterAttack/&DH_RadiantLongbow_Attack_Description	2D6+8 Piercing & 6D8 Radiante
MonsterAttack/&DH_RadiantLongbow_Attack_Title	Matando Longbow.
MonsterAttack/&DH_RadiantLongsword_Attack_Description	4D6+8 Cortando e 6D8 Radiante
MonsterAttack/&DH_RadiantLongsword_Attack_Title	Palavras Grandes Radiantes
MonsterAttack/&DH_Roc_Beak_Attack_Description	4d8+9 Piercing
MonsterAttack/&DH_Roc_Beak_Attack_Title	Bico
MonsterAttack/&DH_Roc_Talons_Attack_Description	4d6+9 O corte e o alvo são agarrados e restringidos por Roc
MonsterAttack/&DH_Roc_Talons_Attack_Title	Garras
MonsterAttack/&DH_SpriteAttack_Description	1d4 Danos por perfuração. O alvo deve ser bem sucedido em um arremesso de economia da Constituição DC 10 ou ficar envenenado por 1 minuto. O alvo envenenado fica inconsciente durante o mesmo tempo, ou até que ele sofra danos ou outra criatura tome uma ação para sacudi-lo.
MonsterAttack/&DH_SpriteAttack_Title	Arco de Fada
MonsterAttack/&DH_Tarrasque_Bite_Description	4d12 + 10 danos perfurantes e o alvo deve suceder a uma verificação de destreza ou ser agarrado (escape DC 20).
MonsterAttack/&DH_Tarrasque_Bite_Title	Mordida
MonsterAttack/&DH_Tarrasque_BiteCondition_Description	Até que esta garra termine, o alvo é contido.
MonsterAttack/&DH_Tarrasque_BiteCondition_Title	Apanhado por Tarrasque
MonsterAttack/&DH_Tarrasque_Claw_Description	4d8 + 10 danos por corte
MonsterAttack/&DH_Tarrasque_Claw_Title	Garra
MonsterAttack/&DH_Tarrasque_Horn_Description	4d10 + 10) danos por perfuração
MonsterAttack/&DH_Tarrasque_Horn_Title	Chifre
MonsterAttack/&DH_Tarrasque_Tail_Description	Danos 4d6 + 10 bludgeoning. Se o alvo for uma criatura, ela deve ser bem sucedida em um arremesso de força DC 20 ou ser derrubada
MonsterAttack/&DH_Tarrasque_Tail_Title	Cauda
MonsterAttack/&DHCouatlBiteAttackDescription	Danos perfurantes, e o alvo deve ser bem sucedido em um arremesso da Constituição DC 13 economizando ou ser envenenado por 24 horas. Até que este veneno termine, o alvo está inconsciente.
MonsterAttack/&DHCouatlBiteAttackTitle	Mordida
