ActionAffinity/&DHFeeblemindSpellDescription	Impossibile lanciare incantesimi.
Item/&CraftingManualRecipeEnchantHandwrapsOfPullingTitle	Incanta le mani di tirare
Item/&CraftingManualRecipePrimingCEHalberdDescription	Primo Alabarda.
Item/&CraftingManualRecipePrimingCEHalberdTitle	Primo Alabarda
Item/&CraftingManualRecipePrimingCEHandXbowDescription	Prime balestra a mano.
Item/&CraftingManualRecipePrimingCEHandXbowTitle	Prime balestra a mano
Item/&CraftingManualRecipePrimingCELongMaceDescription	Mazza Lunga Prime.
Item/&CraftingManualRecipePrimingCELongMaceTitle	Mazza Lunga Prime
Item/&CraftingManualRecipePrimingCEPikeDescription	Primo Luccio.
Item/&CraftingManualRecipePrimingCEPikeTitle	Primo Luccio
Item/&ForceArtilleryProjectileDescription	ForceArtiglieriaProiettile.
Item/&ForceArtilleryProjectileTitle	ForceArtiglieriaProiettile
Item/&Handwraps+1Title	Fasce +1
Item/&Handwraps+1UnidentifiedTitle	Fasce di buona qualità
Item/&Handwraps+2Title	Fasce +2
Item/&Handwraps+2UnidentifiedTitle	Fasce magnifiche
Item/&HandwrapsOfForceTitle	Impacchi energici
Item/&HandwrapsOfForceUnidentifiedTitle	Fasce magnifiche
Item/&HandwrapsOfPullingTitle	Impacchi di trazione
Item/&HandwrapsOfPullingUnidentifiedTitle	Fasce magnifiche
Language/&AbyssalDescription	Il linguaggio abissale era la forma del linguaggio primordiale che è stato avvolto e contorto dal male dell'abisso.
Language/&AbyssalTitle	Abissale
Language/&GnomishLanguageDescription	Un'antica lingua solastan, preservata dagli gnomi che vivono nelle profonde foreste di Solasta, è sopravvissuta al Cataclisma.
Language/&GnomishLanguageTitle	gnomico
MainMenu/&ExportPdfDescription	Abbassa di livello questo eroe.
MainMenu/&ExportPdfTitle	Livello giù
Message/&CharacterExportDuplicateNameErrorDescription	Esportazione annullata:\n\nUn eroe con questo nome esiste già nella piscina.\nProva con un nome diverso.
Message/&CharacterExportEmptyNameErrorDescription	Esportazione annullata:\n\nProva con un nome non vuoto.
Message/&CharacterExportModalContentDescription	Inserisci il nome dell'eroe da esportare:
Message/&CharacterExportModalTitleDescription	Esportazione caratteri.
Message/&LevelDownConfirmationDescription	Abbassare di livello questo eroe?
Message/&LevelDownMultiplayerAbortDescription	Impossibile scendere di livello durante una sessione multiplayer.
Message/&MessageModWelcomeDescription	La Community Expansion Mod è ricca di interessanti funzionalità, ma per impostazione predefinita nessuna è abilitata. Premi <color=yellow>Ctrl-F10</color> per aprire l'interfaccia utente di Unity Mod Manager [UMM], quindi fai clic sull'icona delle impostazioni accanto a "Espansione della community" per aprire le pagine delle impostazioni.\n\n Esplora le opzioni e seleziona quelle che ti piacciono. L'interfaccia utente di UMM si aprirà ora.
Message/&MessageModWelcomeTitle	Espansione della Comunità Mod
Message/&RespecMultiplayerAbortDescription	Impossibile rispettare durante una sessione multiplayer o su una mappa di esplorazione.
Message/&SpawnCustomEncounterDescription	Genera l'incontro alle coordinate ({0}, {1})?
Message/&SpawnCustomEncounterErrorDescription	Impossibile generare incontri in una partita multiplayer. Ancora...
Message/&SpawnCustomEncounterTitle	Incontrare
Message/&TeleportPartyDescription	Teletrasportare il gruppo alle coordinate ({0}, {1})?\nPotresti interrompere missioni o mappe se ti teletrasporti in un luogo sconosciuto.
Message/&TeleportPartyTitle	Teletrasporto
Modifier/&AHWarlockSoulBladePactEmpowerWeaponModifierDescription	L'arma usa il modificatore di Carisma per i tiri per colpire e per i danni e conta come magica fino al riposo lungo.
Modifier/&AHWarlockSoulBladePactEmpowerWeaponModifierTitle	Anima Potenziata
Modifier/&AttributeModifierRuinDescription	-3 alla Classe Armatura.
Modifier/&AttributeModifierRuinTitle	Rovinato
Modifier/&CripplingAdditionalDamageDescription	Danno paralizzante.
Modifier/&CripplingAdditionalDamageTitle	Paralizzante
Modifier/&DisorientDescription	-1d6 ai tiri per colpire.
Modifier/&DisorientTitle	Disorientato
Monster/&DHCustomCouatlDescription	I Couatl sono esseri serpentini benevoli di grande intelletto e intuizione. Le loro ali dai colori brillanti e i modi gentili parlano delle loro origini celesti.
Monster/&DHCustomCouatlTitle	Couatl
Monster/&OwlFamiliarDescription	Gufo familiare.
Monster/&OwlFamiliarTitle	Gufo
Monster/&PactOfChainCustomImpDescription	I folletti si trovano in tutti i Piani Inferiori, che fanno commissioni per i loro padroni infernali, spiano i rivali o mortali fuorvianti e ingannevoli. Un folletto servirà con orgoglio un maestro malvagio di qualsiasi tipo, ma non si può fare affidamento su di esso per svolgere compiti con velocità o efficienza.
Monster/&PactOfChainCustomImpTitle	Imp (Patto di Catena)
Monster/&PactOfChainCustomPseudodragonDescription	L'elusivo pseudodrago dimora nei luoghi tranquilli del mondo, facendo la sua dimora nelle cavità degli alberi e nelle piccole grotte. Con le sue scaglie verdi, le corna e le fauci piene di denti aguzzi, uno pseudodrago assomiglia a un minuscolo drago verde ma la sua disposizione è giocosa.
Monster/&PactOfChainCustomPseudodragonTitle	Pseudodrago
Monster/&PactOfChainCustomQuasitDescription	I Quasit infestano i Piani Inferiori. Fisicamente deboli, si tengono nell'ombra per tramare malizia e malvagità. I demoni più potenti usano i quasit come spie e messaggeri quando non li stanno divorando o separandoli per passare il tempo.
Monster/&PactOfChainCustomQuasitTitle	Quasit (Patto di Catena)
Monster/&PactOfChainCustomSpriteDescription	A differenza dei folletti, gli sprite raramente si abbandonano a frivole allegria e divertimento. Sono guerrieri fermi, protettori e giudici, e la loro inclinazione severa fa sì che altri folletti li considerino eccessivamente seri e seri. Tuttavia, i folletti che rispettano il territorio degli spiriti li trovano fedeli alleati nei momenti difficili.
Monster/&PactOfChainCustomSpriteTitle	Sprite (Patto di Catena)
Monster/&WitchOwlFamiliarDescription	Gufo familiare.
Monster/&WitchOwlFamiliarTitle	Gufo
MonsterAttack/&AttackWarlockDragonStingDescription	1d4 danni perforanti e il bersaglio deve superare un tiro salvezza su Costituzione con CD 11 o diventare avvelenato.
MonsterAttack/&AttackWarlockDragonStingTitle	Puntura velenosa
MonsterAttack/&AttackWarlockImpStingDescription	Puntura velenosa di un diavoletto.
MonsterAttack/&AttackWarlockImpStingTitle	Puntura velenosa
MonsterAttack/&AttackWarlockQuasitStingTitle	Puntura velenosa
MonsterAttack/&DH_Custom_CouatlBite_AttackDescription	Danno perforante e il bersaglio deve superare un tiro salvezza su Costituzione con CD 13 o essere avvelenato per 24 ore. Fino alla fine di questo veleno, il bersaglio è privo di sensi.
MonsterAttack/&DH_Custom_CouatlBite_AttackTitle	Mordere
Power/&AncientForestLifeSapDescription	Quando danneggi un nemico con un incantesimo, guadagni HP pari alla metà del tuo livello una volta per turno. Se sei al di sotto della metà degli HP, invece, curi HP pari al tuo livello, ma solo fino alla metà dei tuoi HP massimi.
Power/&AncientForestLifeSapTitle	linfa vitale
Power/&AncientForestRootedPowerDescription	I viticci arborei crescono dai tuoi piedi e scavano nel terreno. La tua velocità diventa 0 e ottieni vantaggio su qualsiasi tiro salvezza per spingerti, tirarti o buttarti prono. Puoi lanciare entangle a piacimento.
Power/&AncientForestRootedPowerTitle	Radicato
Power/&ClassMonkDiamondSoulPowerDescription	Ogni volta che effettui un tiro salvezza e fallisci, puoi spendere 1 punto ki per ritirarlo e prendere il secondo risultato.
Power/&ClassMonkDiamondSoulPowerTitle	Anima di diamante
Power/&ClassMonkEmptyBodyDescription	Puoi usare la tua azione per spendere 4 punti ki per diventare invisibile per 1 minuto. Durante quel periodo, hai anche resistenza a tutti i danni tranne quelli forzati.
Power/&ClassMonkEmptyBodyTitle	Corpo vuoto
Power/&ClassMonkFlurryOfBlowsDescription	Dopo aver speso la tua azione per attaccare con l'arma del Monaco, puoi spendere 1 punto ki come azione bonus per effettuare 2 colpi senz'armi. Disponibile solo se non indossi un'armatura o maneggia uno scudo.
Power/&ClassMonkFlurryOfBlowsTitle	Raffica di colpi
Power/&ClassMonkKiPoolDescription	Puoi sfruttare l'energia mistica del ki. Il tuo accesso a questa energia è rappresentato da un numero di punti ki. L'importo massimo è uguale al tuo livello di Monaco. Tutti i punti spesi vengono recuperati durante il riposo breve o lungo. Puoi spendere questi punti per alimentare varie funzioni ki.
Power/&ClassMonkKiPoolTitle	Punti Ki
Power/&ClassMonkKiStillnessOfMindDescription	Puoi usare la tua azione per porre fine a un effetto su te stesso che ti sta facendo ammaliare o spaventare.
Power/&ClassMonkKiStillnessOfMindTitle	La quiete della mente
Power/&ClassMonkOpenHandDistractDescription	Il bersaglio non può ricevere reazioni fino alla fine del tuo prossimo turno.
Power/&ClassMonkOpenHandDistractTitle	Distrarre
Power/&ClassMonkOpenHandProneDescription	Il bersaglio deve superare il tiro salvezza di Destrezza o cadere prono.
Power/&ClassMonkOpenHandProneTitle	Stendere
Power/&ClassMonkOpenHandPushDescription	Il bersaglio deve superare il tiro salvezza di Forza o essere spinto a 4,5 metri da te.
Power/&ClassMonkOpenHandPushTitle	Spingere via
Power/&ClassMonkOpenHandTechniqueDescription	Puoi manipolare il ki del tuo nemico quando imbriglia il tuo. Ogni volta che colpisci una creatura con uno degli attacchi concessi dalla tua Raffica di Colpi, puoi imporre uno dei seguenti effetti su quel bersaglio:\n• Deve superare un tiro salvezza di Destrezza o cadere prono.\n• Deve effettuare un tiro salvezza di Forza. Se fallisce, puoi spingerlo fino a 15 piedi di distanza da te.\n• Non può richiedere reazioni fino alla fine del tuo prossimo turno.
Power/&ClassMonkOpenHandTechniqueTitle	Tecnica a mano aperta
Power/&ClassMonkPatientDefenseDescription	Puoi spendere 1 punto ki come azione bonus per eseguire l'azione Schivare. Disponibile solo se non indossi armatura o scudo.
Power/&ClassMonkPatientDefenseTitle	Difesa del paziente
Power/&ClassMonkQuiveringPalmDescription	Quando colpisci una creatura con un colpo senz'armi, puoi spendere 3 punti ki per attivare vibrazioni impercettibili che costringono la creatura a effettuare un tiro salvezza di Costituzione. Se fallisce, si riduce a 0 punti ferita. Se riesce, subisce 10d10 danni necrotici.
Power/&ClassMonkQuiveringPalmTitle	Palma tremante
Power/&ClassMonkSlowFallDescription	Puoi usare la tua reazione quando cadi per evitare danni da caduta.
Power/&ClassMonkSlowFallTitle	Lenta caduta
Power/&ClassMonkStepOfTheWindDescription	Puoi spendere 1 punto ki per effettuare l'azione Disimpegno o Scattare come azione bonus nel tuo turno e la tua distanza di salto viene raddoppiata per il turno. Disponibile solo se non indossi armatura o scudo.
Power/&ClassMonkStepOfTheWindTitle	Passo Del Vento
Power/&ClassMonkStunningStrikeDescription	Puoi interferire con il flusso di ki nel corpo di un avversario. Quando colpisci un'altra creatura che non è stordita con un attacco con un'arma da mischia, puoi spendere 1 punto ki per tentare un colpo stordente. Il bersaglio deve superare un tiro salvezza di Costituzione o rimanere stordito fino alla fine del tuo prossimo turno.
Power/&ClassMonkStunningStrikeTitle	Colpo sbalorditivo
Power/&ClassMonkTanquilityDescription	Una volta per breve riposo come azione gratuita puoi entrare in uno stato di tranquillità, calmando le tue emozioni e concentrandoti su ciò che ti circonda. Mentre sei in questo stato ottieni vantaggio ai tiri salvezza contro incantesimi e i nemici subiscono uno svantaggio quando ti attaccano. La tranquillità dura fino al prossimo riposo o finché non attacchi o lanci un incantesimo.
Power/&ClassMonkTanquilityTitle	La tranquillità
Power/&ClassMonkWholenessOfBodyDescription	Come azione, puoi recuperare punti ferita pari a tre volte il tuo livello da Mistico. È necessario terminare un lungo riposo prima di poter utilizzare nuovamente questa funzione.
Power/&ClassMonkWholenessOfBodyTitle	Interezza del corpo
Power/&ClassMonkZenArcherFlurryOfArrowsDescription	Dopo aver speso l'azione per attaccare con l'arma del Monaco, puoi spendere 2 punti ki come azione bonus per eseguire 2 attacchi con l'arma a distanza con un arco. Disponibile solo se non indossi armatura o scudo.
Power/&ClassMonkZenArcherFlurryOfArrowsTitle	Raffica di frecce
Power/&ClassMonkZenArrowDistractDescription	Il bersaglio deve superare il tiro salvezza di Saggezza o avere svantaggio all'attacco successivo fino alla fine del suo turno successivo.
Power/&ClassMonkZenArrowDistractTitle	Distrarre
Power/&ClassMonkZenArrowProneDescription	Il bersaglio deve superare il tiro salvezza di Destrezza o cadere prono.
Power/&ClassMonkZenArrowProneTitle	Stendere
Power/&ClassMonkZenArrowPushDescription	Il bersaglio deve superare il tiro salvezza di Forza o essere spinto a 3 metri da te.
Power/&ClassMonkZenArrowPushTitle	Spingere via
Power/&ClassMonkZenArrowTechniqueDescription	Puoi manipolare il ki del tuo nemico quando lo colpisci con le tue frecce. Ogni volta che colpisci una creatura con una delle tue frecce puoi spendere 1 ki per imporre uno dei seguenti effetti su quel bersaglio:\n• Deve superare un tiro salvezza di Destrezza o cadere prono.\n• Deve superare il tiro salvezza di Forza o essere spinto a 3 metri da te.\n• Deve superare un tiro salvezza su Saggezza o avere svantaggio all'attacco successivo fino alla fine del suo turno successivo.
Power/&ClassMonkZenArrowTechniqueShortTitle	Mano lontana
Power/&ClassMonkZenArrowTechniqueTitle	Tecnica della mano a distanza
Power/&ClassMonkZenArrowUpgradedDistractDescription	Il bersaglio deve superare un tiro salvezza su Saggezza o avere svantaggio su tutti gli attacchi fino alla fine del suo turno successivo.
Power/&ClassMonkZenArrowUpgradedDistractTitle	Distrarre
Power/&ClassMonkZenArrowUpgradedProneDescription	Il bersaglio deve superare un tiro salvezza di Destrezza o essere buttato a terra prono e avere il suo movimento impostato a zero per un turno.
Power/&ClassMonkZenArrowUpgradedProneTitle	Stendere
Power/&ClassMonkZenArrowUpgradedPushDescription	Il bersaglio deve superare un tiro salvezza di Forza o essere spinto a 20 piedi da te.
Power/&ClassMonkZenArrowUpgradedPushTitle	Spingere via
Power/&ClassMonkZenArrowUpgradedTechniqueDescription	Migliora la tua capacità di manipolare il ki. Tutti gli effetti della Tecnica della mano a distanza sono migliorati. Ogni volta che colpisci una creatura con una delle tue frecce puoi spendere 1 ki per imporre uno dei seguenti effetti su quel bersaglio:\n• Deve riuscire un tiro salvezza di Destrezza o essere buttato a terra prono e avere il suo movimento azzerato per un turno.\n• Deve riuscire il tiro salvezza di Forza o essere spinto a 20 piedi da te.\n• Deve superare un tiro salvezza su Saggezza o avere svantaggio su tutti gli attacchi fino alla fine del suo turno successivo.
Power/&ClassMonkZenArrowUpgradedTechniqueShortTitle	Mano lontana
Power/&ClassMonkZenArrowUpgradedTechniqueTitle	Tecnica della mano a distanza migliorata
Power/&DH_ElementalFormPoolDescription	Puoi passare da una forma elementale all'altra un numero di volte pari al tuo bonus di competenza per riposo lungo incanalando energia elementale. Ottieni resistenza al danno rilevante e una volta per turno, applica il tuo bonus di competenza come danno dello stesso tipo al primo danno magico inflitto in quel turno. I moduli durano 1 minuto.
Power/&DH_ElementalFormPoolEnhancedDescription	Puoi passare da una forma elementale potenziata un numero di volte pari al tuo bonus di competenza al giorno incanalando energia elementale. Ottieni l'immunità al danno rilevante e applichi il bonus di competenza come danno dello stesso tipo al primo danno magico ogni round. I moduli durano 1 minuto.
Power/&DH_ElementalFormPoolEnhancedTitle	Forme elementali migliorate
Power/&DH_ElementalFormPoolEnhancedTitleShort	Forme Elementali
Power/&DH_ElementalFormPoolTitle	Forme Elementali
Power/&FindFamiliarBundlePowerDescription	Evoca un famiglio sotto forma di Pseudorgagon, Sprite, Imp o Quasit.
Power/&FindFamiliarBundlePowerTitle	Trova familiare
Power/&HelpActionDescription	Puoi aiutare una creatura amica ad attaccare una creatura entro 1,5 metri da te. Finisci, distrai il bersaglio o in qualche altro modo fai squadra per rendere più efficace l'attacco del tuo alleato. Se il tuo alleato attacca il bersaglio prima del tuo prossimo turno, il primo tiro per colpire viene effettuato con vantaggio.
Power/&HelpActionTitle	Aiuto
Power/&MoonlitDanceoftheNightSkyDescription	Puoi lanciare Volare su 4 bersagli una volta al giorno.
Power/&MoonlitDanceoftheNightSkyTitle	Danza del cielo notturno
Power/&MoonlitDarkMoonDescription	Puoi lanciare Oscurità un numero di volte per riposo lungo pari al tuo bonus di competenza.
Power/&MoonlitDarkMoonTitle	Luna scura
Power/&MoonlitFullMoonDescription	Puoi lanciare Daylight un numero di volte per riposo lungo pari al tuo bonus di competenza.
Power/&MoonlitFullMoonTitle	Luna piena
Power/&MoonlitMoonTouchedDescription	Evochi l'attrazione gravitazionale della luna in una piccola area, facendo fluttuare verso l'alto le creature che falliscono un tiro salvezza.
Power/&MoonlitMoonTouchedTitle	Luna toccata
