ActionAffinity/&DHFeeblemindSpellDescription	Impossible de lancer des sorts.
Power/&AncientForestLifeSapDescription	Lorsque vous infligez des dégâts à un ennemi avec un sort, vous soignez des PV égaux à la moitié de votre niveau une fois par tour. Si vous avez moins de la moitié de vos PV, vous soignez à la place des PV égaux à votre niveau, mais seulement jusqu'à la moitié de vos PV maximum.
Power/&AncientForestLifeSapTitle	Sève de vie
Power/&AncientForestRootedPowerDescription	Des vrilles arboricoles poussent à partir de vos pieds et s'enfoncent dans le sol. Votre vitesse passe à 0 et vous bénéficiez d'un avantage à tous les jets de sauvegarde pour vous pousser, vous tirer ou vous assommer. Vous pouvez lancer enchevêtrement à volonté.
Power/&AncientForestRootedPowerTitle	Enraciné
Power/&ClassMonkDiamondSoulPowerDescription	Chaque fois que vous faites un jet de sauvegarde et que vous échouez, vous pouvez dépenser 1 point de ki pour le relancer et prendre le deuxième résultat.
Power/&ClassMonkDiamondSoulPowerTitle	Âme de diamant
Power/&ClassMonkEmptyBodyDescription	Vous pouvez utiliser votre action pour dépenser 4 points de ki pour devenir invisible pendant 1 minute. Pendant ce temps, vous avez également une résistance à tous les dégâts, sauf les dégâts de force.
Power/&ClassMonkEmptyBodyTitle	Corps vide
Power/&ClassMonkFlurryOfBlowsDescription	Après avoir dépensé votre action pour attaquer avec l'arme du Moine, vous pouvez dépenser 1 point de ki en tant qu'action bonus pour effectuer 2 frappes à mains nues. Uniquement disponible si vous ne portez pas d'armure ou ne brandissez pas de bouclier.
Power/&ClassMonkFlurryOfBlowsTitle	Rafale de coups
Power/&ClassMonkKiPoolDescription	Vous pouvez exploiter l'énergie mystique du ki. Votre accès à cette énergie est représenté par un certain nombre de points ki. Le montant maximum est égal à votre niveau de Moine. Tous les points dépensés sont récupérés sur un repos court ou long. Vous pouvez dépenser ces points pour alimenter diverses fonctionnalités ki.
Power/&ClassMonkKiPoolTitle	Points Ki
Power/&ClassMonkKiStillnessOfMindDescription	Vous pouvez utiliser votre action pour mettre fin à un effet sur vous-même qui vous charme ou vous effraie.
Power/&ClassMonkKiStillnessOfMindTitle	Silence d'esprit
Power/&ClassMonkOpenHandDistractDescription	La cible ne peut pas réagir avant la fin de votre prochain tour.
Power/&ClassMonkOpenHandDistractTitle	Distraire
Power/&ClassMonkOpenHandProneDescription	La cible doit réussir un jet de sauvegarde de Dextérité ou être jetée à terre.
Power/&ClassMonkOpenHandProneTitle	Abattre
Power/&ClassMonkOpenHandPushDescription	La cible doit réussir un jet de sauvegarde de Force ou être repoussée à 15 pieds de vous.
Power/&ClassMonkOpenHandPushTitle	Repousser
Power/&ClassMonkOpenHandTechniqueDescription	Vous pouvez manipuler le ki de votre ennemi lorsque vous exploitez le vôtre. À chaque fois que vous touchez une créature avec l'une des attaques conférées par votre Déluge de coups, vous pouvez imposer l'un des effets suivants à cette cible :\n• Il doit réussir un jet de sauvegarde de Dextérité ou être mis à terre.\n• Il doit effectuer un jet de sauvegarde de Force. S'il échoue, vous pouvez le pousser jusqu'à 15 pieds de vous.\n• Il ne peut pas réagir avant la fin de votre prochain tour.
Power/&ClassMonkOpenHandTechniqueTitle	Technique à main ouverte
Power/&ClassMonkPatientDefenseDescription	Vous pouvez dépenser 1 point de ki en tant qu'action bonus pour effectuer l'action Esquiver. Uniquement disponible si vous ne portez pas d'armure ou de bouclier.
Power/&ClassMonkPatientDefenseTitle	Défense des patients
Power/&ClassMonkQuiveringPalmDescription	Lorsque vous touchez une créature avec un coup à mains nues, vous pouvez dépenser 3 points de ki pour déclencher des vibrations imperceptibles qui forcent la créature à effectuer un jet de sauvegarde de Constitution. En cas d'échec, il est réduit à 0 point de vie. S'il réussit, il subit 10d10 dégâts nécrotiques.
Power/&ClassMonkQuiveringPalmTitle	Paume tremblante
Power/&ClassMonkSlowFallDescription	Vous pouvez utiliser votre réaction lorsque vous tombez pour éviter tout dommage de chute.
Power/&ClassMonkSlowFallTitle	Chute lente
Power/&ClassMonkStepOfTheWindDescription	Vous pouvez dépenser 1 point de ki pour effectuer l'action Désengager ou Foncer en tant qu'action bonus à votre tour, et votre distance de saut est doublée pour le tour. Uniquement disponible si vous ne portez pas d'armure ou de bouclier.
Power/&ClassMonkStepOfTheWindTitle	Pas du vent
Power/&ClassMonkStunningStrikeDescription	Vous pouvez interférer avec le flux de ki dans le corps d'un adversaire. Lorsque vous touchez une autre créature qui n'est pas étourdie par une attaque au corps à corps avec une arme, vous pouvez dépenser 1 point de ki pour tenter un coup étourdissant. La cible doit réussir un jet de sauvegarde de Constitution ou être étourdie jusqu'à la fin de votre prochain tour.
Power/&ClassMonkStunningStrikeTitle	Frappe étourdissante
Power/&ClassMonkTanquilityDescription	Une fois par repos court, en tant qu'action libre, vous pouvez entrer dans un état de tranquillité, calmer vos émotions et vous concentrer sur ce qui vous entoure. Tant que vous êtes dans cet état, vous bénéficiez d'un avantage aux jets de sauvegarde contre les sorts et les ennemis sont désavantagés lorsqu'ils vous attaquent. La tranquillité dure jusqu'au prochain repos ou jusqu'à ce que vous attaquiez ou lanciez un sort.
Power/&ClassMonkTanquilityTitle	Tranquillité
Power/&ClassMonkWholenessOfBodyDescription	Par une action, vous pouvez regagner des points de vie égaux à trois fois votre niveau de Moine. Vous devez terminer un repos long avant de pouvoir utiliser à nouveau cette capacité.
Power/&ClassMonkWholenessOfBodyTitle	Intégralité du corps
Power/&ClassMonkZenArcherFlurryOfArrowsDescription	Après avoir dépensé une action pour attaquer avec une arme de Moine, vous pouvez dépenser 2 points de ki en tant qu'action bonus pour effectuer 2 attaques à distance avec une arme avec un arc. Uniquement disponible si vous ne portez pas d'armure ou de bouclier.
Power/&ClassMonkZenArcherFlurryOfArrowsTitle	Rafale de flèches
Power/&ClassMonkZenArrowDistractDescription	La cible doit réussir un jet de sauvegarde de Sagesse ou avoir un désavantage lors de la prochaine attaque jusqu'à la fin de son prochain tour.
Power/&ClassMonkZenArrowDistractTitle	Distraire
Power/&ClassMonkZenArrowProneDescription	La cible doit réussir un jet de sauvegarde de Dextérité ou être jetée à terre.
Power/&ClassMonkZenArrowProneTitle	Abattre
Power/&ClassMonkZenArrowPushDescription	La cible doit réussir un jet de sauvegarde de Force ou être repoussée à 3 mètres de vous.
Power/&ClassMonkZenArrowPushTitle	Repousser
Power/&ClassMonkZenArrowTechniqueDescription	Vous pouvez manipuler le ki de votre ennemi lorsque vous le frappez avec vos flèches. Chaque fois que vous touchez une créature avec l'une de vos flèches, vous pouvez dépenser 1 ki pour imposer l'un des effets suivants à cette cible :\n• Il doit réussir un jet de sauvegarde de Dextérité ou être mis à terre.\n• Il doit réussir un jet de sauvegarde de Force ou être poussé à 3 mètres de vous.\n• Il doit réussir un jet de sauvegarde de Sagesse ou avoir un désavantage à la prochaine attaque jusqu'à la fin de son prochain tour.
Power/&ClassMonkZenArrowTechniqueShortTitle	Main lointaine
Power/&ClassMonkZenArrowTechniqueTitle	Technique de la main à distance
Power/&ClassMonkZenArrowUpgradedDistractDescription	La cible doit réussir un jet de sauvegarde de Sagesse ou avoir un désavantage sur toutes ses attaques jusqu'à la fin de son prochain tour.
Power/&ClassMonkZenArrowUpgradedDistractTitle	Distraire
Power/&ClassMonkZenArrowUpgradedProneDescription	La cible doit réussir un jet de sauvegarde de Dextérité ou être projetée à terre et avoir son mouvement mis à zéro pendant un tour.
Power/&ClassMonkZenArrowUpgradedProneTitle	Abattre
Power/&ClassMonkZenArrowUpgradedPushDescription	La cible doit réussir un jet de sauvegarde de Force ou être repoussée à 6 mètres de vous.
Power/&ClassMonkZenArrowUpgradedPushTitle	Repousser
Power/&ClassMonkZenArrowUpgradedTechniqueDescription	Vous améliorez votre capacité à manipuler le ki. Tous les effets de Distant Hand Technique sont améliorés. Chaque fois que vous touchez une créature avec l'une de vos flèches, vous pouvez dépenser 1 ki pour imposer l'un des effets suivants à cette cible :\n• Il doit réussir un jet de sauvegarde de Dextérité ou être mis à terre et avoir son mouvement mis à zéro pendant un tour.\n• Il doit réussir un jet de sauvegarde de Force ou être poussé à 6 mètres de vous.\n• Il doit réussir un jet de sauvegarde de Sagesse ou avoir un désavantage sur toutes ses attaques jusqu'à la fin de son prochain tour.
Power/&ClassMonkZenArrowUpgradedTechniqueShortTitle	Main lointaine
Power/&ClassMonkZenArrowUpgradedTechniqueTitle	Technique de la main à distance améliorée
Power/&DH_ElementalFormPoolDescription	Vous pouvez basculer entre les formes élémentaires un nombre de fois égal à votre bonus de maîtrise par repos long en canalisant l'énergie élémentaire. Vous gagnez une résistance aux dégâts concernés et une fois par tour, appliquez votre bonus de maîtrise sous forme de dégâts du même type aux premiers dégâts de sorts infligés ce tour-là. Les formulaires durent 1 minute.
Power/&DH_ElementalFormPoolEnhancedDescription	Vous pouvez basculer entre les formes élémentaires améliorées un nombre de fois égal à votre bonus de compétence par jour en canalisant l'énergie élémentaire. Vous gagnez l'immunité contre les dégâts concernés et appliquez le bonus de compétence en tant que dégâts du même type aux premiers dégâts de sort à chaque tour. Les formulaires durent 1 minute.
Power/&DH_ElementalFormPoolEnhancedTitle	Formes élémentaires améliorées
Power/&DH_ElementalFormPoolEnhancedTitleShort	Formes élémentaires
Power/&DH_ElementalFormPoolTitle	Formes élémentaires
Power/&FindFamiliarBundlePowerDescription	Invocation de familier sous la forme de Pseudorgagon, Sprite, Imp ou Quasit.
Power/&FindFamiliarBundlePowerTitle	Trouver un familier
Power/&HelpActionDescription	Vous pouvez aider une créature alliée à attaquer une créature à 1,50 mètre ou moins de vous. Vous feignez, distrayez la cible ou faites équipe d'une autre manière pour rendre l'attaque de votre allié plus efficace. Si votre allié attaque la cible avant votre prochain tour, le premier jet d'attaque est effectué avec avantage.
Power/&HelpActionTitle	Aider
Power/&MoonlitDanceoftheNightSkyDescription	Vous pouvez lancer Voler sur 4 cibles une fois par jour.
Power/&MoonlitDanceoftheNightSkyTitle	Danse du ciel nocturne
Power/&MoonlitDarkMoonDescription	Vous pouvez lancer Ténèbres un nombre de fois par repos long égal à votre bonus de maîtrise.
Power/&MoonlitDarkMoonTitle	Lune Noire
Power/&MoonlitFullMoonDescription	Vous pouvez lancer Lumière du jour un nombre de fois par repos long égal à votre bonus de maîtrise.
Power/&MoonlitFullMoonTitle	Pleine lune
Power/&MoonlitMoonTouchedDescription	Vous invoquez l'attraction gravitationnelle de la lune dans une petite zone, ce qui fait flotter vers le haut les créatures qui échouent à un jet de sauvegarde.
Power/&MoonlitMoonTouchedTitle	Lune touchée
Power/&PactofChainFamiliarInvisibilityPowerDescription	La créature devient magiquement invisible jusqu'à ce qu'elle attaque ou lance un sort, ou jusqu'à ce que sa concentration se termine (comme si elle se concentrait sur un sort). Tout équipement que la créature porte ou transporte est invisible avec elle.
Power/&PactofChainFamiliarInvisibilityPowerTitle	Invisibilité
Power/&PactofChainFamiliarScarePowerDescription	Une créature de votre choix située dans un rayon de 6 mètres doit réussir un jet de sauvegarde de Sagesse DD 10 ou être effrayée pendant 1 minute. La cible peut répéter le jet de sauvegarde à la fin de chacun de ses tours, mettant fin à l'effet sur elle-même en cas de réussite.
Power/&PactofChainFamiliarScarePowerTitle	Effrayer
Power/&PowerFunctionHandwrapsOfPullingDescription	Par une action bonus, vous pouvez attirer une créature dans un rayon de 4,50 mètres vers vous.
Power/&PowerFunctionHandwrapsOfPullingTitle	Ramener
Power/&ToadKingCroakDescription	Émet une onde sonore qui cause des dégâts et repousse les créatures et les objets.
Power/&ToadKingCroakTitle	Crever
Power/&ToadKingGraspingTongueDescription	Attirez les ennemis vers vous.
Power/&ToadKingGraspingTongueTitle	Langue saisissante
Power/&ToadKingHallucinogenicToxinPowerDescription	Votre corps a changé pour devenir résistant aux toxines et pour produire une toxine défensive lorsqu'il est touché par des attaques de mêlée, jusqu'à un nombre de fois par repos long égal à votre bonus de compétence. Si l'attaquant échoue à un jet de sauvegarde de Constitution, il souffre de toxine lucinogène jusqu'à ce qu'il soit attaqué ou autrement interrompu.
Power/&ToadKingHallucinogenicToxinPowerTitle	Toxine hallucinogène
Power/&ToadKingSwallowDescription	Essayez d'avaler un ennemi moyen ou plus petit. En cas d'échec au jet de Force, le monstre est avalé et subit 3d6 dégâts d'acide par round. Se termine si le démoniste crapaud subit 15 dégâts ou plus en une seule attaque.
Power/&ToadKingSwallowTitle	Avaler
Power/&UrPriestControlUndeadDescription	Par une action, vous ciblez un mort-vivant que vous pouvez voir dans un rayon de 9 mètres autour de vous. La cible doit effectuer un jet de sauvegarde de Sagesse. En cas d'échec de sauvegarde, la cible doit obéir à vos ordres.
Power/&UrPriestControlUndeadTitle	Contrôlez les morts-vivants
Power/&UrPriestHalfLifeDescription	Vous prenez l'énergie nécrotique en vous, suspendu entre la vie et la mort et êtes temporairement possédé par votre propre fantôme. Vous gagnez en vitesse de vol, ainsi que les mêmes immunités aux conditions et résistances aux dégâts que les autres fantômes.
Power/&UrPriestHalfLifeTitle	Demi vie
Power/&UrPriestRadiantWardDescription	Par une action, vous gagnez un nombre de points de vie temporaires égal à deux fois votre niveau d'Arcaniste.
Power/&UrPriestRadiantWardTitle	Service radieux
Power/&UrPriestSpellSiphonDescription	vous apprenez à puiser dans une plus grande source de magie en combinaison avec votre réserve de puissance normale. Par une action, vous pouvez dépenser une Divinité canalisée pour retrouver une utilisation dépensée de votre arcane mystique de niveau 6.
Power/&UrPriestSpellSiphonTitle	Siphon de sorts
Race/&BolgrifRaceDescription	Les bolgrifs sont des demi-géants vivant dans les hautes terres gelées de Solasta. Ils sont rusés, prudents, reclus, se méfient de la plupart des humanoïdes à l'exception des elfes et préfèrent vivre loin de la civilisation dans des clans soudés. S'ils sont poussés au combat, les bolgrifs font preuve de formidables compétences avec les armes et la magie de la nature.
Race/&BolgrifRaceTitle	Bolgrif
Race/&GnomeRaceDescription	Un bourdonnement constant d'activités animées imprègne les dédales et les quartiers où les gnomes forment leurs communautés très unies. Des sons plus forts ponctuent le bourdonnement : ici un craquement d'engrenages grinçants, là une petite explosion, un cri de surprise ou de triomphe, et surtout des éclats de rire. Les gnomes prennent plaisir à la vie, profitant de chaque instant d'invention, d'exploration, d'investigation, de création et de jeu.
Race/&GnomeRaceTitle	Gnome
Race/&PointPoolSelect10FeatsDescription	Sélectionnez 10 exploits supplémentaires pour votre personnage.
Race/&PointPoolSelect10FeatsTitle	10 exploits bonus
Race/&PointPoolSelect11FeatsDescription	Sélectionnez 11 exploits supplémentaires pour votre personnage.
Race/&PointPoolSelect11FeatsTitle	11 exploits bonus
Race/&PointPoolSelect2FeatsDescription	Sélectionnez 2 exploits supplémentaires pour votre personnage.
Race/&PointPoolSelect2FeatsTitle	2 exploits bonus
Race/&PointPoolSelect3FeatsDescription	Sélectionnez 3 exploits supplémentaires pour votre personnage.
Race/&PointPoolSelect3FeatsTitle	3 exploits bonus
Race/&PointPoolSelect4FeatsDescription	Sélectionnez 4 exploits supplémentaires pour votre personnage.
